,Unnamed: 0,gcn,med_id,gcn_seqno,pharmacy_network_id,pharmacy_network_name,in_consideration,in_consideration_reason,fills,margin,orders,revenue,users,gcn_gppd,hicl_desc,brand_med_name,strength,form,default_quantity,blink_hicl_rank,top_30ds_quantity,top_90ds_quantity,edlp_unit_price,bsd_unit_price,hd_unit_price,edlp_fixed_price,bsd_fixed_price,hd_fixed_price,bh01_mac_price,bh02_mac_price,bh03_mac_price,wmt_mac_price,hd_syr_mac_price,bh01_dispensing_fee,bh02_dispensing_fee,bh03_dispensing_fee,wmt_dispensing_fee,hd_syr_dispensing_fee,wmt_2018_11_28_qty1,wmt_2018_11_28_qty2,wmt_2018_11_28_price1,wmt_2018_11_28_price2,wmt_2018_11_28_flg,last_30ds_qty,last_90ds_qty,min_grx_30ds,min_grx_90ds,min_major_retail_grx_30ds,min_major_retail_grx_90ds,min_retail_grx_30ds,min_retail_grx_90ds,last_30ds_qty_scrape_date,ltd_30_day_scripts,ltd_90_day_scripts,ltd_30_day_scripts_pct,ltd_90_day_scripts_pct,r30_30_day_scripts,r30_90_day_scripts,r30_30_day_script_pct,r30_90_day_script_pct,output_unit_price,output_fixed_price,output_current_def_qty_price,output_new_def_qty_price,output_comment
89,89,95919,264931,39531,1,blink,True,,109,-1032.8324599999999,109,3040.16754,80,95919.0,dorzolamide hcl/timolol maleat,Cosopt,22.3-6.8/1,DROPS,10.0,184.0,10.0,10.0,2.173486,,,2.367938,,,2.17277,2.0759,1.8002900000000002,4.4694400000000005,1.45489,1.0,1.0,1.0,1.0,1.5,,,,,,,,,,,,,,,1829.0,313.0,0.853874883286648,0.146125116713352,39.0,7.0,0.8478260869565221,0.8478260869565221,2.78932175,1.0,24.102798,28.8932175,NON-WMT Drug; Margin -VE; Raising to MAC Prices
90,90,95919,283717,39531,1,blink,True,,27,-437.97495999999995,27,737.71504,21,95919.0,dorzolamide hcl/timolol maleat,Cosopt,22.3-6.8/1,DROPS,10.0,184.0,10.0,10.0,2.173486,,,2.367938,,,2.17277,2.0759,1.8002900000000002,4.4694400000000005,1.45489,1.0,1.0,1.0,1.0,1.5,,,,,,,,,,,,,,,1829.0,313.0,0.853874883286648,0.146125116713352,39.0,7.0,0.8478260869565221,0.8478260869565221,2.78932175,1.0,24.102798,28.8932175,NON-WMT Drug; Margin -VE; Raising to MAC Prices
91,91,2363,223252,573,2,supersaver,True,,6,-307.1,6,120.9,6,2363.0,diltiazem hcl,Cardizem,120 MG,TABLET,90.0,111.0,30.0,180.0,0.125,0.125,0.495,1.4,1.4,2.95,0.45581000000000005,0.43714,0.37986,0.95591,0.31117,1.0,1.0,1.0,1.0,1.5,60.0,180.0,9.0,24.0,1.0,30.0,180.0,4.5,24.0,4.5,24.0,4.5,24.0,2019-12-24,76.0,67.0,0.531468531468531,0.46853146853146893,1.0,4.0,0.2,0.2,0.125,1.5,12.65,12.75,WMT 4/10|9/24 Drug; Raising to WMT Prices
92,92,32749,153566,27370,2,supersaver,True,,203,-529.80055,203,2511.25945,148,32749.0,latanoprost,Xalatan,0.005 %,DROPS,1.0,84.0,2.5,7.5,4.448187,2.649914,,2.5300130000000003,1.5295860000000001,,3.10702,2.9656,2.5705299999999998,6.35914,2.07003,1.0,1.0,1.0,1.0,1.5,,,,,,,,,,,,,,,7916.0,519.0,0.9384706579727329,0.0615293420272673,211.0,17.0,0.9254385964912281,0.9254385964912281,3.10702,1.0,4.1795,4.10702,NON-WMT Drug; Margin -VE; Raising to MAC Prices
93,93,14851,150773,23382,1,blink,True,,887,-1627.39,887,7068.7,695,14851.0,losartan potassium,Cozaar,50 MG,TABLET,30.0,12.0,30.0,90.0,0.1,0.077224,0.076667,0.9,1.423283,1.9,0.122,0.11540999999999998,0.09956,0.1794,0.07755,1.0,1.0,1.0,1.0,1.5,30.0,90.0,4.0,10.0,1.0,30.0,90.0,7.79,13.31,9.0,24.0,9.0,24.0,2019-12-24,14821.0,10092.0,0.5949102878015489,0.405089712198451,237.0,310.0,0.43327239488117003,0.43327239488117003,0.1,1.0,3.9,4.0,WMT 4/10|9/24 Drug; Raising to WMT Prices
94,94,14851,150773,23382,2,supersaver,True,,239,-397.68888,239,1786.8011199999999,200,14851.0,losartan potassium,Cozaar,50 MG,TABLET,30.0,12.0,30.0,90.0,0.1,0.077224,0.076667,0.9,1.423283,1.9,0.122,0.11540999999999998,0.09956,0.1794,0.07755,1.0,1.0,1.0,1.0,1.5,30.0,90.0,4.0,10.0,1.0,30.0,90.0,7.79,13.31,9.0,24.0,9.0,24.0,2019-12-24,14821.0,10092.0,0.5949102878015489,0.405089712198451,237.0,310.0,0.43327239488117003,0.43327239488117003,0.1,1.0,3.740003,4.0,WMT 4/10|9/24 Drug; Raising to WMT Prices
95,95,47561,214227,32599,2,supersaver,True,,52,-867.46926,52,2995.67074,31,47561.0,mycophenolate mofetil,CellCept,500 MG,TABLET,120.0,130.0,120.0,360.0,0.545758,0.354461,0.420417,2.244889,1.474701,2.95,0.44618,0.42776000000000003,0.37164,0.93404,0.30405,1.0,1.0,1.0,1.0,1.5,,,,,,120.0,360.0,53.98,145.13,61.42,149.8,61.42,149.8,2019-12-24,3174.0,432.0,0.8801996672212979,0.11980033277870199,63.0,16.0,0.79746835443038,0.79746835443038,0.44618,1.0,44.01002100000001,54.5416,NON-WMT Drug; Margin -VE; Raising to MAC Prices
96,96,47561,254800,32599,2,supersaver,True,,37,-515.9875,37,1785.0425,22,47561.0,mycophenolate mofetil,CellCept,500 MG,TABLET,120.0,130.0,120.0,360.0,0.545758,0.354461,0.420417,2.244889,1.474701,2.95,0.44618,0.42776000000000003,0.37164,0.93404,0.30405,1.0,1.0,1.0,1.0,1.5,,,,,,120.0,360.0,53.98,145.13,61.42,149.8,61.42,149.8,2019-12-24,3174.0,432.0,0.8801996672212979,0.11980033277870199,63.0,16.0,0.79746835443038,0.79746835443038,0.44618,1.0,44.01002100000001,54.5416,NON-WMT Drug; Margin -VE; Raising to MAC Prices
97,97,47561,254800,32599,1,blink,True,,34,-434.06005,34,2102.17995,23,47561.0,mycophenolate mofetil,CellCept,500 MG,TABLET,120.0,130.0,120.0,360.0,0.545758,0.354461,0.420417,2.244889,1.474701,2.95,0.44618,0.42776000000000003,0.37164,0.93404,0.30405,1.0,1.0,1.0,1.0,1.5,,,,,,120.0,360.0,53.98,145.13,61.42,149.8,61.42,149.8,2019-12-24,3174.0,432.0,0.8801996672212979,0.11980033277870199,63.0,16.0,0.79746835443038,0.79746835443038,0.578112,1.0,67.735849,70.37343999999999,NON-WMT Drug; Margin -VE; Raising to MAC Prices
98,98,81111,288928,31492,2,supersaver,True,,26,-343.98141,26,1064.88859,14,81111.0,naratriptan hcl,Amerge,2.5 MG,TABLET,1.0,269.0,9.0,27.0,5.7559510000000005,2.657275,,2.1215490000000004,0.995925,,3.48907,3.32712,2.88246,7.10648,2.3133,1.0,1.0,1.0,1.0,1.5,,,,,,9.0,27.0,33.67,84.21,43.3,85.91,43.3,85.91,2019-12-24,548.0,6.0,0.9891696750902529,0.0108303249097473,7.0,1.0,0.875,0.875,3.48907,1.0,3.6532,4.48907,NON-WMT Drug; Margin -VE; Raising to MAC Prices
99,99,29888,564130,67351,1,blink,False,Last Started Date : 2019-12-09,8,-313.57012000000003,8,3384.72988,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Change
100,100,43723,158585,45772,1,blink,True,,539,-1106.9602300000001,539,8210.67977,391,43723.0,atorvastatin calcium,Lipitor,80 MG,TABLET,30.0,3.0,30.0,90.0,0.187667,0.17,0.14166700000000002,4.36,0.65,2.74,0.19634000000000001,0.18825,0.16355,0.41111000000000003,0.13382,1.0,1.0,1.0,1.0,1.5,,,,,,30.0,90.0,12.98,22.14,14.73,32.48,14.73,32.48,2019-12-24,10566.0,6657.0,0.6134819717819201,0.38651802821808,240.0,211.0,0.532150776053215,0.532150776053215,0.187667,4.36,9.990010000000002,9.990010000000002,No Change
101,101,43723,158585,45772,2,supersaver,True,,199,-1008.6415900000001,199,1703.8884100000002,161,43723.0,atorvastatin calcium,Lipitor,80 MG,TABLET,30.0,3.0,30.0,90.0,0.187667,0.17,0.14166700000000002,4.36,0.65,2.74,0.19634000000000001,0.18825,0.16355,0.41111000000000003,0.13382,1.0,1.0,1.0,1.0,1.5,,,,,,30.0,90.0,12.98,22.14,14.73,32.48,14.73,32.48,2019-12-24,10566.0,6657.0,0.6134819717819201,0.38651802821808,240.0,211.0,0.532150776053215,0.532150776053215,0.19634000000000001,1.0,5.750000000000001,6.8902,NON-WMT Drug; Margin -VE; Raising to MAC Prices
102,102,43723,181235,45772,2,supersaver,True,,68,-398.80606,68,579.4739400000001,53,43723.0,atorvastatin calcium,Lipitor,80 MG,TABLET,30.0,3.0,30.0,90.0,0.187667,0.17,0.14166700000000002,4.36,0.65,2.74,0.19634000000000001,0.18825,0.16355,0.41111000000000003,0.13382,1.0,1.0,1.0,1.0,1.5,,,,,,30.0,90.0,12.98,22.14,14.73,32.48,14.73,32.48,2019-12-24,10566.0,6657.0,0.6134819717819201,0.38651802821808,240.0,211.0,0.532150776053215,0.532150776053215,0.19634000000000001,1.0,5.750000000000001,6.8902,NON-WMT Drug; Margin -VE; Raising to MAC Prices
103,103,7070,203487,2535,2,supersaver,True,,124,-478.4785,124,1119.3415,100,7070.0,allopurinol,Zyloprim,100 MG,TABLET,90.0,97.0,30.0,90.0,0.259479,0.090116,0.15,2.903223,1.036424,2.5,0.1307,0.12533,0.1089,0.27391,0.08916,1.0,1.0,1.0,1.0,1.5,,,,,,30.0,90.0,4.0,10.0,8.26,16.34,8.26,16.34,2019-12-24,1731.0,1253.0,0.580093833780161,0.419906166219839,36.0,51.0,0.413793103448276,0.413793103448276,0.1307,1.0,9.146864,12.763000000000002,NON-WMT Drug; Margin -VE; Raising to MAC Prices
104,104,47632,158184,20176,2,supersaver,False,Last Started Date : 2019-12-12,86,-2817.92814,86,817.9018599999999,64,47632.0,levothyroxine sodium,Synthroid,137 MCG,TABLET,90.0,29.0,30.0,90.0,0.657312,0.43041999999999997,0.46,2.263131,0.7225,2.9,0.69619,0.6644,0.57585,0.10332999999999999,0.46348,1.0,1.0,1.0,1.0,1.5,30.0,90.0,4.0,10.0,1.0,30.0,90.0,4.0,9.9,4.0,9.9,4.0,9.9,2019-12-24,899.0,540.0,0.6247394023627522,0.37526059763724795,26.0,18.0,0.590909090909091,0.590909090909091,0.43041999999999997,0.7225,39.4603,39.4603,No Change
105,105,64324,155661,22550,1,blink,False,Last Started Date : 2019-12-20,156,-389.5617,156,814.8583,91,64324.0,lamotrigine,Lamictal,150 MG,TABLET,60.0,28.0,60.0,180.0,0.124,0.121,0.094,1.5099,1.3875,3.2619,0.11650999999999999,0.10968,0.09437999999999999,0.135,0.07215,1.0,1.0,1.0,1.0,1.5,60.0,180.0,4.0,10.0,1.0,60.0,180.0,9.0,24.0,9.0,24.0,9.0,24.0,2019-12-24,5533.0,750.0,0.88063027216298,0.119369727837021,101.0,21.0,0.827868852459016,0.827868852459016,0.124,1.5099,8.9499,8.9499,No Change
106,106,18996,453503,51657,1,blink,False,Last Started Date : 2019-12-13,344,-2966.31756,344,9862.31244,278,18996.0,tadalafil,Cialis,20 MG,TABLET,6.0,58.0,10.0,90.0,8.325,,4.99167,0.0,,0.0,1.62043,1.54551,1.33909,3.3037099999999997,1.07542,1.0,1.0,1.0,1.0,1.5,,,,,,,,,,,,,,,4766.0,145.0,0.9704744451231929,0.0295255548768072,1606.0,30.0,0.981662591687042,0.981662591687042,8.325,0.0,49.949999999999996,49.949999999999996,No Change
107,107,18996,453512,51657,1,blink,False,Last Started Date : 2019-12-13,742,-5965.09072,742,22321.21928,592,18996.0,tadalafil,Cialis,20 MG,TABLET,6.0,58.0,10.0,90.0,8.325,,4.99167,0.0,,0.0,1.62043,1.54551,1.33909,3.3037099999999997,1.07542,1.0,1.0,1.0,1.0,1.5,,,,,,,,,,,,,,,4766.0,145.0,0.9704744451231929,0.0295255548768072,1606.0,30.0,0.981662591687042,0.981662591687042,8.325,0.0,49.949999999999996,49.949999999999996,No Change
108,108,780,271154,21413,1,blink,True,,485,-322.98472000000004,485,5417.60528,335,780.0,gabapentin,Neurontin,100 MG,CAPSULE,90.0,5.0,90.0,180.0,0.074485,0.072263,,1.7263939999999998,1.676377,,0.05816,0.05404,0.046169999999999996,0.10278,0.033460000000000004,1.0,1.0,1.0,1.0,1.5,,,,,,90.0,180.0,4.66,7.61,12.43,12.11,12.43,12.11,2019-12-24,8923.0,1403.0,0.8641293821421651,0.13587061785783502,188.0,46.0,0.8034188034188029,0.8034188034188029,0.074485,1.7263939999999998,8.430043999999999,8.430043999999999,No Change
109,109,26321,232437,6648,2,supersaver,False,Last Started Date : 2019-12-12,16,-367.59977000000003,16,131.83023,14,26321.0,levothyroxine sodium,Synthroid,25 MCG,TABLET,30.0,29.0,30.0,90.0,0.436766,0.27475,0.351667,2.1184279999999998,0.7925,2.75,0.41046000000000005,0.39232,0.34031,0.10332999999999999,0.27542,1.0,1.0,1.0,1.0,1.5,30.0,90.0,4.0,10.0,1.0,30.0,90.0,4.0,10.0,4.0,10.0,4.0,10.0,2019-12-24,2186.0,1187.0,0.648087755707086,0.35191224429291396,48.0,35.0,0.5783132530120481,0.5783132530120481,0.27475,0.7925,9.035,9.035,No Change
110,110,26321,210792,6648,2,supersaver,False,Last Started Date : 2019-12-12,114,-2085.4126899999997,114,1058.24731,93,26321.0,levothyroxine sodium,Synthroid,25 MCG,TABLET,30.0,29.0,30.0,90.0,0.436766,0.27475,0.351667,2.1184279999999998,0.7925,2.75,0.41046000000000005,0.39232,0.34031,0.10332999999999999,0.27542,1.0,1.0,1.0,1.0,1.5,30.0,90.0,4.0,10.0,1.0,30.0,90.0,4.0,10.0,4.0,10.0,4.0,10.0,2019-12-24,2186.0,1187.0,0.648087755707086,0.35191224429291396,48.0,35.0,0.5783132530120481,0.5783132530120481,0.27475,0.7925,9.035,9.035,No Change
111,111,16516,206717,46047,2,supersaver,True,,81,-1248.92488,81,606.31512,53,16516.0,amitriptyline hcl,Elavil,50 MG,TABLET,30.0,93.0,30.0,90.0,0.718568,0.112042,0.37,2.2972580000000002,0.368634,2.9,0.34767,0.33315,0.28936999999999996,0.10332999999999999,0.23631999999999997,1.0,1.0,1.0,1.0,1.5,30.0,90.0,4.0,10.0,1.0,30.0,90.0,4.0,10.0,4.0,10.0,4.0,10.0,2019-12-24,1174.0,327.0,0.7821452365089939,0.21785476349100602,37.0,9.0,0.804347826086957,0.804347826086957,0.1,1.0,3.7298940000000003,4.0,WMT 4/10|9/24 Drug; Raising to WMT Prices
112,112,14771,184992,3846,1,blink,True,,24,-354.85354,24,308.30646,18,14771.0,prochlorperazine maleate,Compazine,10 MG,TABLET,30.0,287.0,90.0,,0.229611,,,2.140485,,,0.53867,0.51578,0.44782,1.1205,0.36475,1.0,1.0,1.0,1.0,1.5,,,,,,,,,,,,,,,400.0,3.0,0.992555831265509,0.00744416873449132,10.0,0.0,1.0,1.0,0.6956034999999999,1.0,9.028815,21.868104999999996,NON-WMT Drug; Margin -VE; Raising to MAC Prices
113,113,98921,579341,63164,1,blink,False,Last Started Date : 2019-12-09,62,-22751.4001,62,5555.5099,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Change
114,114,43721,163181,29968,1,blink,True,,897,-466.75199000000003,897,13370.28801,741,43721.0,atorvastatin calcium,Lipitor,20 MG,TABLET,30.0,3.0,30.0,90.0,0.163333,0.131,0.14166700000000002,3.8,4.06,2.74,0.13129000000000002,0.1241,0.10701,0.25531,0.08311,1.0,1.0,1.0,1.0,1.5,30.0,90.0,9.0,24.0,1.0,30.0,90.0,8.16,18.62,15.0,33.3,15.0,33.3,2019-12-24,21112.0,15686.0,0.573726832980053,0.426273167019947,355.0,418.0,0.459249676584735,0.459249676584735,0.25,1.5,8.69999,9.0,WMT 4/10|9/24 Drug; Raising to WMT Prices
115,115,56973,158986,5001,2,supersaver,True,,368,-2054.9960100000003,368,12362.45399,212,56973.0,dextroamphetamine/amphetamine,Adderall,20 MG,TABLET,60.0,18.0,60.0,90.0,0.780018,0.493399,,4.347106,2.778982,,0.60388,0.57515,0.49796,1.22227,0.39788,1.0,1.0,1.0,1.0,1.5,,,,,,60.0,90.0,31.84,43.15,32.9,45.2,31.84,43.15,2020-01-03,19367.0,244.0,0.987558003161491,0.012441996838508999,309.0,3.0,0.9903846153846151,0.9903846153846151,0.60388,1.0,32.382922,37.2328,NON-WMT Drug; Margin -VE; Raising to MAC Prices
116,116,23831,239555,40910,2,supersaver,True,,22,-404.73526,22,855.5147400000001,17,23831.0,telmisartan,Micardis,40 MG,TABLET,30.0,151.0,30.0,90.0,0.844701,0.5608489999999999,,2.6682770000000002,1.7945240000000002,,0.7682100000000001,0.73445,0.63717,1.58564,0.5161600000000001,1.0,1.0,1.0,1.0,1.5,,,,,,30.0,90.0,20.18,43.73,36.01,80.12,36.01,80.12,2019-12-24,739.0,320.0,0.697828139754485,0.302171860245515,28.0,10.0,0.736842105263158,0.736842105263158,0.7682100000000001,1.0,18.619994,24.046300000000002,NON-WMT Drug; Margin -VE; Raising to MAC Prices
117,117,23831,239555,40910,1,blink,True,,71,-870.86986,71,2951.62014,43,23831.0,telmisartan,Micardis,40 MG,TABLET,30.0,151.0,30.0,90.0,0.844701,0.5608489999999999,,2.6682770000000002,1.7945240000000002,,0.7682100000000001,0.73445,0.63717,1.58564,0.5161600000000001,1.0,1.0,1.0,1.0,1.5,,,,,,30.0,90.0,20.18,43.73,36.01,80.12,36.01,80.12,2019-12-24,739.0,320.0,0.697828139754485,0.302171860245515,28.0,10.0,0.736842105263158,0.736842105263158,0.987975,1.0,28.009307,30.63925,NON-WMT Drug; Margin -VE; Raising to MAC Prices
118,118,97400,547330,61614,1,blink,True,,12,-432.31388,12,5018.13612,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON-WMT Drug; Margin -VE; Raising to MAC Prices
119,119,14262,173662,3775,1,blink,True,,660,-400.52474,660,5880.89526,345,14262.0,alprazolam,Xanax,1 MG,TABLET,90.0,10.0,90.0,90.0,0.088369,0.07557699999999999,,1.8967630000000002,1.6580549999999998,,0.07107999999999999,0.06254,0.05177999999999999,0.08695,0.0283,1.0,1.0,1.0,1.0,1.5,,,,,,90.0,90.0,10.75,10.75,19.8,19.8,19.8,19.8,2019-12-24,26386.0,822.0,0.9697882975595409,0.0302117024404587,516.0,21.0,0.960893854748603,0.960893854748603,0.088369,1.8967630000000002,9.849973,9.849973,No Change
120,120,10811,191479,16441,3,delivery,True,,96,-525.84,96,0.0,61,10811.0,metformin hcl,Glucophage,850 MG,TABLET,60.0,8.0,60.0,180.0,0.032073000000000004,0.032073000000000004,0.0,2.075591,2.075591,0.0,0.04902,0.045689999999999995,0.0391,0.05167000000000001,0.028710000000000003,1.0,1.0,1.0,1.0,1.5,60.0,180.0,4.0,10.0,1.0,60.0,180.0,3.94,10.0,4.0,10.0,4.0,10.0,2019-12-24,1785.0,1368.0,0.566127497621313,0.433872502378687,33.0,36.0,0.4782608695652171,0.4782608695652171,0.05,1.0,0.0,4.0,WMT 4/10|9/24 Drug; Raising to WMT Prices
121,121,30357,565816,67738,1,blink,True,,1,-1034.72921,1,7145.660790000001,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON-WMT Drug; Margin -VE; Raising to MAC Prices
122,122,4749,273426,34468,1,blink,True,,93,-461.42571,93,2067.9342899999997,70,4749.0,irbesartan,Avapro,150 MG,TABLET,30.0,123.0,30.0,90.0,0.280801,0.268936,0.238333,2.6884759999999996,2.771925,2.65,0.45345,0.43393999999999994,0.37665,0.94058,0.30618,1.0,1.0,1.0,1.0,1.5,30.0,90.0,9.0,24.0,1.0,30.0,90.0,9.0,24.0,9.0,24.0,9.0,24.0,2019-12-24,1303.0,986.0,0.569244211446046,0.43075578855395397,20.0,26.0,0.43478260869565205,0.43478260869565205,0.5846857500000001,-4.0000000000000036,11.112506,13.5405725,"WMT 4/10|9/24 Drug; Dropping to MAC - 5 , MAC - WMT > 5"
123,123,50786,252197,43802,2,supersaver,True,,61,-751.37504,61,2206.41496,33,50786.0,"progesterone, micronized",Prometrium,200 MG,CAPSULE,30.0,150.0,30.0,90.0,1.8818759999999999,0.867764,1.098333,3.1871259999999997,1.517075,3.05,1.126,1.07331,0.9296700000000001,2.28875,0.74503,1.0,1.0,1.0,1.0,1.5,,,,,,30.0,90.0,30.43,77.69,30.43,77.69,30.43,77.69,2019-12-24,1173.0,184.0,0.8644067796610171,0.135593220338983,37.0,9.0,0.804347826086957,0.804347826086957,1.126,1.0,27.549995,34.779999999999994,NON-WMT Drug; Margin -VE; Raising to MAC Prices
124,124,37158,582952,72862,1,blink,True,,12,-570.51888,12,2316.9311199999997,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON-WMT Drug; Margin -VE; Raising to MAC Prices
125,125,19216,448774,51820,1,blink,True,,9,-395.28488,9,4069.66512,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON-WMT Drug; Margin -VE; Raising to MAC Prices
126,126,25940,175833,6575,1,blink,True,,51,-1276.9302599999999,51,1531.20974,35,25940.0,clomiphene citrate,,50 MG,TABLET,5.0,726.0,15.0,90.0,1.505708,0.983775,,2.153362,1.422224,,1.38195,1.31477,1.1376700000000002,2.7812799999999998,0.90536,1.0,1.0,1.0,1.0,1.5,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.7539615,1.0,9.681902000000001,9.769807499999999,NON-WMT Drug; Margin -VE; Raising to MAC Prices
127,127,25940,291840,6575,1,blink,True,,38,-1089.70132,38,1211.10868,28,25940.0,clomiphene citrate,,50 MG,TABLET,5.0,726.0,15.0,90.0,1.505708,0.983775,,2.153362,1.422224,,1.38195,1.31477,1.1376700000000002,2.7812799999999998,0.90536,1.0,1.0,1.0,1.0,1.5,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.7539615,1.0,9.681902000000001,9.769807499999999,NON-WMT Drug; Margin -VE; Raising to MAC Prices
128,128,25940,291840,6575,2,supersaver,True,,31,-2350.9929899999997,31,856.68701,25,25940.0,clomiphene citrate,,50 MG,TABLET,5.0,726.0,15.0,90.0,1.505708,0.983775,,2.153362,1.422224,,1.38195,1.31477,1.1376700000000002,2.7812799999999998,0.90536,1.0,1.0,1.0,1.0,1.5,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.38195,1.0,6.341099,7.90975,NON-WMT Drug; Margin -VE; Raising to MAC Prices
129,129,25940,175833,6575,2,supersaver,True,,39,-3094.57183,39,1098.2681699999998,26,25940.0,clomiphene citrate,,50 MG,TABLET,5.0,726.0,15.0,90.0,1.505708,0.983775,,2.153362,1.422224,,1.38195,1.31477,1.1376700000000002,2.7812799999999998,0.90536,1.0,1.0,1.0,1.0,1.5,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.38195,1.0,6.341099,7.90975,NON-WMT Drug; Margin -VE; Raising to MAC Prices
130,130,26323,184403,6651,2,supersaver,False,Last Started Date : 2019-12-12,38,-774.5736400000001,38,294.14636,30,26323.0,levothyroxine sodium,Synthroid,100 MCG,TABLET,90.0,29.0,30.0,90.0,0.547197,0.3335,0.533333,1.6667779999999999,0.695,2.9,0.51566,0.49262,0.4272,0.10332999999999999,0.34511,1.0,1.0,1.0,1.0,1.5,30.0,90.0,4.0,10.0,1.0,30.0,90.0,4.0,10.0,4.0,10.0,4.0,10.0,2019-12-24,2962.0,2074.0,0.5881652104845121,0.411834789515488,69.0,57.0,0.547619047619048,0.547619047619048,0.3335,0.695,30.71,30.71,No Change
131,131,26323,217047,6651,2,supersaver,False,Last Started Date : 2019-12-12,242,-5956.81141,242,2296.9785899999997,191,26323.0,levothyroxine sodium,Synthroid,100 MCG,TABLET,90.0,29.0,30.0,90.0,0.547197,0.3335,0.533333,1.6667779999999999,0.695,2.9,0.51566,0.49262,0.4272,0.10332999999999999,0.34511,1.0,1.0,1.0,1.0,1.5,30.0,90.0,4.0,10.0,1.0,30.0,90.0,4.0,10.0,4.0,10.0,4.0,10.0,2019-12-24,2962.0,2074.0,0.5881652104845121,0.411834789515488,69.0,57.0,0.547619047619048,0.547619047619048,0.3335,0.695,30.71,30.71,No Change
132,132,47631,246607,15523,2,supersaver,False,Last Started Date : 2019-12-12,20,-408.31977,20,152.49023,15,47631.0,levothyroxine sodium,Synthroid,88 MCG,TABLET,90.0,29.0,30.0,90.0,0.635563,0.3385,0.538333,1.901604,0.705,2.95,0.52293,0.49912,0.43263,0.10332999999999999,0.34839000000000003,1.0,1.0,1.0,1.0,1.5,30.0,90.0,4.0,10.0,1.0,30.0,90.0,4.0,10.0,4.0,10.0,4.0,10.0,2019-12-24,1300.0,1088.0,0.5443886097152429,0.455611390284757,36.0,41.0,0.46753246753246797,0.46753246753246797,0.3385,0.705,31.17,31.17,No Change
133,133,47631,220146,15523,2,supersaver,False,Last Started Date : 2019-12-12,139,-3640.9866799999995,139,1394.57332,112,47631.0,levothyroxine sodium,Synthroid,88 MCG,TABLET,90.0,29.0,30.0,90.0,0.635563,0.3385,0.538333,1.901604,0.705,2.95,0.52293,0.49912,0.43263,0.10332999999999999,0.34839000000000003,1.0,1.0,1.0,1.0,1.5,30.0,90.0,4.0,10.0,1.0,30.0,90.0,4.0,10.0,4.0,10.0,4.0,10.0,2019-12-24,1300.0,1088.0,0.5443886097152429,0.455611390284757,36.0,41.0,0.46753246753246797,0.46753246753246797,0.3385,0.705,31.17,31.17,No Change
134,134,20741,175686,16599,3,delivery,True,,284,-820.2542599999999,284,2081.79574,200,20741.0,metoprolol succinate,Toprol XL,50 MG,TAB ER 24H,30.0,23.0,30.0,90.0,0.25,0.25,0.186667,1.4,1.4,2.6,0.17882,0.17101,0.14837999999999998,0.36965,0.12032999999999999,1.0,1.0,1.0,1.0,1.5,30.0,90.0,9.0,24.0,1.0,30.0,90.0,9.0,24.0,9.0,24.0,9.0,24.0,2019-12-24,11701.0,5392.0,0.684549230679225,0.31545076932077504,231.0,175.0,0.568965517241379,0.568965517241379,0.25,1.5,8.20001,9.0,WMT 4/10|9/24 Drug; Raising to WMT Prices
135,135,26324,213323,6650,2,supersaver,False,Last Started Date : 2019-12-12,237,-5748.28606,237,2238.95394,191,26324.0,levothyroxine sodium,Synthroid,75 MCG,TABLET,90.0,29.0,30.0,90.0,0.5299729999999999,0.31833,0.501667,1.79351,0.72,2.95,0.48768,0.46568000000000004,0.40374,0.10332999999999999,0.32565,1.0,1.0,1.0,1.0,1.5,30.0,90.0,4.0,10.0,1.0,30.0,90.0,4.0,9.99,4.0,9.99,4.0,9.99,2019-12-24,3046.0,2382.0,0.561164333087693,0.438835666912307,76.0,68.0,0.527777777777778,0.527777777777778,0.31833,0.72,29.369699999999998,29.369699999999998,No Change
