,gcn,med_id,gcn_seqno,pharmacy_network_id,pharmacy_network_name,in_consideration,in_consideration_reason,fills,margin,orders,revenue,users,gcn_gppd,hicl_desc,brand_med_name,strength,form,default_quantity,blink_hicl_rank,top_30ds_quantity,top_90ds_quantity,edlp_unit_price,bsd_unit_price,hd_unit_price,edlp_fixed_price,bsd_fixed_price,hd_fixed_price,bh01_mac_price,bh02_mac_price,bh03_mac_price,wmt_mac_price,hd_syr_mac_price,bh01_dispensing_fee,bh02_dispensing_fee,bh03_dispensing_fee,wmt_dispensing_fee,hd_syr_dispensing_fee,wmt_2018_11_28_qty1,wmt_2018_11_28_qty2,wmt_2018_11_28_price1,wmt_2018_11_28_price2,wmt_2018_11_28_flg,last_30ds_qty,last_90ds_qty,min_grx_30ds,min_grx_90ds,min_major_retail_grx_30ds,min_major_retail_grx_90ds,min_retail_grx_30ds,min_retail_grx_90ds,last_30ds_qty_scrape_date,ltd_30_day_scripts,ltd_90_day_scripts,ltd_30_day_scripts_pct,ltd_90_day_scripts_pct,r30_30_day_scripts,r30_90_day_scripts,r30_30_day_script_pct,r30_90_day_script_pct,output_unit_price,output_fixed_price,output_current_def_qty_price,output_new_def_qty_price,output_comment
92,43722,154892,29969,1,blink,True,N/A,1059,-861.60709,1059,16244.81291,854,43722.0,atorvastatin calcium,Lipitor,40 MG,TABLET,30.0,3.0,30.0,90.0,0.183333,0.131,0.141667,3.4,4.06,2.74,0.14904,0.14192,0.12286,0.3013,0.09808,1.0,1.0,1.0,1.0,1.5,30.0,90.0,9.0,24.0,1.0,30.0,90.0,8.25,15.9,15.0,38.0,8.25,15.9,2020-01-03,22315.0,15511.0,0.589938137788823,0.410061862211178,410.0,508.0,0.446623093681917,0.446623093681917,0.25,1.5,8.899989999999999,9.0,WMT 4/10|9/24 Drug; Raising to WMT Prices
93,14853,286047,38686,2,supersaver,False,Last Started Date : 2020-01-03,396,-953.47733,396,2834.97267,324,14853.0,losartan potassium,Cozaar,100 MG,TABLET,30.0,12.0,30.0,90.0,0.2488,0.225,0.1992,1.4925,1.35,1.8248,0.15305,0.14562,0.12601,0.2454,0.10029,1.0,1.0,1.0,1.0,1.5,30.0,90.0,4.0,10.0,1.0,30.0,90.0,4.0,7.5,9.0,24.0,4.0,7.5,2020-01-03,18452.0,13170.0,0.583517804060464,0.416482195939536,358.0,432.0,0.453164556962025,0.453164556962025,0.225,1.35,8.1,8.1,No Change
94,14853,286047,38686,1,blink,False,Last Started Date : 2020-01-03,1328,-5017.04855,1328,10315.53145,1052,14853.0,losartan potassium,Cozaar,100 MG,TABLET,30.0,12.0,30.0,90.0,0.2488,0.225,0.1992,1.4925,1.35,1.8248,0.15305,0.14562,0.12601,0.2454,0.10029,1.0,1.0,1.0,1.0,1.5,30.0,90.0,4.0,10.0,1.0,30.0,90.0,4.0,7.5,9.0,24.0,4.0,7.5,2020-01-03,18452.0,13170.0,0.583517804060464,0.416482195939536,358.0,432.0,0.453164556962025,0.453164556962025,0.2488,1.4925,8.9565,8.9565,No Change
95,4749,273426,34468,1,blink,True,N/A,91,-482.61879,91,2028.86121,70,4749.0,irbesartan,Avapro,150 MG,TABLET,30.0,123.0,30.0,90.0,0.280801,0.268936,0.238333,2.688476,2.771925,2.65,0.45345,0.43394,0.37665,0.94058,0.30618,1.0,1.0,1.0,1.0,1.5,30.0,90.0,9.0,24.0,1.0,30.0,90.0,9.0,21.48,9.0,24.0,9.0,21.48,2020-01-03,1309.0,992.0,0.568883094306823,0.431116905693177,17.0,25.0,0.404761904761905,0.404761904761905,0.5846857500000001,-4.0000000000000036,11.112506,13.5405725,"WMT 4/10|9/24 Drug; Dropping to MAC - 5 , MAC - WMT > 5"
96,50786,252197,43802,2,supersaver,True,N/A,65,-794.90175,65,2458.92825,39,50786.0,"progesterone, micronized",Prometrium,200 MG,CAPSULE,30.0,150.0,30.0,90.0,1.881876,0.867764,1.098333,3.187126,1.517075,3.05,1.126,1.07331,0.92967,2.28875,0.74503,1.0,1.0,1.0,1.0,1.5,,,,,,30.0,90.0,25.66,60.98,30.43,77.69,25.66,60.98,2020-01-03,1180.0,188.0,0.862573099415205,0.137426900584795,35.0,12.0,0.74468085106383,0.74468085106383,1.126,1.0,27.549995,34.779999999999994,NON-WMT Drug; Margin -VE; Raising to MAC Prices
97,37158,582952,72862,1,blink,True,N/A,12,-570.51888,12,2316.93112,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON-WMT Drug; Margin -VE; Raising to MAC Prices
98,32749,153566,27370,2,supersaver,True,N/A,210,-514.22014,210,2573.63986,153,32749.0,latanoprost,Xalatan,0.005 %,DROPS,1.0,84.0,2.5,7.5,4.448187,2.649914,,2.530013,1.529586,,3.10702,2.9656,2.57053,6.35914,2.07003,1.0,1.0,1.0,1.0,1.5,,,,,,,,,,,,,,,7968.0,522.0,0.938515901060071,0.0614840989399293,211.0,14.0,0.937777777777778,0.937777777777778,3.10702,1.0,4.1795,4.10702,NON-WMT Drug; Margin -VE; Raising to MAC Prices
99,4750,291935,34469,2,supersaver,True,N/A,26,-333.00666,26,563.18334,23,4750.0,irbesartan,Avapro,300 MG,TABLET,30.0,123.0,30.0,90.0,0.453916,0.271978,0.296667,2.744608,1.900649,2.8,0.44012,0.42178,0.36637,0.91947,0.29931,1.0,1.0,1.0,1.0,1.5,30.0,90.0,9.0,24.0,1.0,30.0,90.0,9.0,21.93,9.0,24.0,9.0,21.93,2020-01-03,1461.0,1060.0,0.579531931773106,0.420468068226894,16.0,28.0,0.363636363636364,0.363636363636364,0.44011999999999996,-3.9999999999999982,10.059989,9.2036,"WMT 4/10|9/24 Drug; Dropping to MAC - 5 , MAC - WMT > 5"
100,63821,213587,17956,2,supersaver,True,N/A,37,-983.6935,37,738.7865,29,63821.0,bisoprolol fumarate,Zebeta,5 MG,TABLET,30.0,199.0,30.0,90.0,0.676597,0.253985,,2.932481,1.130437,,0.62455,0.59795,0.51913,1.29842,0.42266,1.0,1.0,1.0,1.0,1.5,30.0,90.0,9.0,24.0,1.0,30.0,90.0,9.0,21.0,9.0,24.0,9.0,21.0,2020-01-03,786.0,387.0,0.670076726342711,0.329923273657289,13.0,15.0,0.464285714285714,0.464285714285714,0.25,1.5,8.749987,9.0,WMT 4/10|9/24 Drug; Raising to WMT Prices
101,28491,287329,21796,2,supersaver,True,N/A,37,-599.26625,37,1816.24375,21,28491.0,tacrolimus,Prograf,1 MG,CAPSULE,120.0,187.0,120.0,180.0,0.488092,0.298652,0.322917,4.427556,2.740105,2.95,0.47936,0.46038,0.40035,1.01245,0.32957,1.0,1.0,1.0,1.0,1.5,,,,,,120.0,180.0,38.91,54.37,67.74,90.61,38.91,54.37,2020-01-03,1496.0,159.0,0.90392749244713,0.0960725075528701,75.0,8.0,0.903614457831325,0.903614457831325,0.47936,1.0,38.578345,58.5232,NON-WMT Drug; Margin -VE; Raising to MAC Prices
102,28491,288897,21796,2,supersaver,True,N/A,37,-605.13974,37,1766.07026,25,28491.0,tacrolimus,Prograf,1 MG,CAPSULE,120.0,187.0,120.0,180.0,0.488092,0.298652,0.322917,4.427556,2.740105,2.95,0.47936,0.46038,0.40035,1.01245,0.32957,1.0,1.0,1.0,1.0,1.5,,,,,,120.0,180.0,38.91,54.37,67.74,90.61,38.91,54.37,2020-01-03,1496.0,159.0,0.90392749244713,0.0960725075528701,75.0,8.0,0.903614457831325,0.903614457831325,0.47936,1.0,38.578345,58.5232,NON-WMT Drug; Margin -VE; Raising to MAC Prices
103,28491,288897,21796,1,blink,True,N/A,49,-451.3709,49,2353.3291,19,28491.0,tacrolimus,Prograf,1 MG,CAPSULE,120.0,187.0,120.0,180.0,0.488092,0.298652,0.322917,4.427556,2.740105,2.95,0.47936,0.46038,0.40035,1.01245,0.32957,1.0,1.0,1.0,1.0,1.5,,,,,,120.0,180.0,38.91,54.37,67.74,90.61,38.91,54.37,2020-01-03,1496.0,159.0,0.90392749244713,0.0960725075528701,75.0,8.0,0.903614457831325,0.903614457831325,0.6240367499999999,1.0,62.998596000000006,75.88440999999999,NON-WMT Drug; Margin -VE; Raising to MAC Prices
104,19862,576527,16879,1,blink,True,N/A,1,-4622.70853,1,367.85147,1,19862.0,epinephrine,EpiPen,0.3MG/0.3,AUTO INJCT,2.0,550.0,2.0,,182.864701,,,2.12207,,,189.89102,181.28827,157.15656,389.09945,126.65977,1.0,1.0,1.0,1.0,1.5,,,,,,,,,,,,,,,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,243.27981225,1.0,367.851472,487.5596245,NON-WMT Drug; Margin -VE; Raising to MAC Prices
105,94124,272840,41653,1,blink,True,N/A,3,-567.9852,3,235.8648,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON-WMT Drug; Margin -VE; Raising to MAC Prices
106,18011,212461,4680,2,supersaver,True,N/A,83,-1146.67115,83,1235.20885,48,18011.0,baclofen,Lioresal,20 MG,TABLET,90.0,115.0,90.0,270.0,0.466054,0.25957,0.241111,3.054326,0.599,3.0,0.25445,0.24418,0.21225,0.53525,0.17423,1.0,1.0,1.0,1.0,1.5,,,,,,90.0,270.0,24.69,58.08,38.28,73.34,24.69,58.08,2020-01-03,1834.0,135.0,0.931437277805993,0.0685627221940071,38.0,2.0,0.95,0.95,0.25957,0.599,23.960300000000004,23.960300000000004,No Change
107,47126,154750,22651,2,supersaver,True,N/A,31,-313.0921,31,298.3879,23,47126.0,terazosin hcl,Hytrin,5 MG,CAPSULE,90.0,163.0,30.0,90.0,0.140936,0.097716,,1.815684,0.925539,,0.19119,0.1831,0.15898,0.39804,0.12957,1.0,1.0,1.0,1.0,1.5,,,,,,30.0,90.0,3.05,10.0,11.76,28.96,3.05,10.0,2020-01-03,512.0,709.0,0.419328419328419,0.580671580671581,9.0,24.0,0.272727272727273,0.272727272727273,0.19119,1.0,9.719979,18.2071,NON-WMT Drug; Margin -VE; Raising to MAC Prices
108,47126,154750,22651,1,blink,True,N/A,61,-938.6604,61,874.6296,55,47126.0,terazosin hcl,Hytrin,5 MG,CAPSULE,90.0,163.0,30.0,90.0,0.140936,0.097716,,1.815684,0.925539,,0.19119,0.1831,0.15898,0.39804,0.12957,1.0,1.0,1.0,1.0,1.5,,,,,,30.0,90.0,3.05,10.0,11.76,28.96,3.05,10.0,2020-01-03,512.0,709.0,0.419328419328419,0.580671580671581,9.0,24.0,0.272727272727273,0.272727272727273,0.2470015,1.0,14.499924,23.230135,NON-WMT Drug; Margin -VE; Raising to MAC Prices
109,47127,289479,22652,1,blink,True,N/A,41,-511.47074,41,630.56926,34,47127.0,terazosin hcl,Hytrin,10 MG,CAPSULE,90.0,163.0,30.0,90.0,0.17016,0.094789,,2.140463,1.208923,,0.23232,0.22261,0.19335,0.48499,0.15787,1.0,1.0,1.0,1.0,1.5,,,,,,30.0,90.0,4.0,10.0,12.89,34.63,4.0,10.0,2020-01-03,182.0,374.0,0.327338129496403,0.672661870503597,6.0,18.0,0.25,0.25,0.300573,1.0,17.454863,28.051569999999998,NON-WMT Drug; Margin -VE; Raising to MAC Prices
110,97005,545909,61205,1,blink,True,N/A,3,-1561.00665,3,13902.19335,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON-WMT Drug; Margin -VE; Raising to MAC Prices
111,89863,287634,46754,1,blink,True,N/A,457,-1123.33778,457,2133.27222,342,89863.0,metformin hcl,Glucophage XR,500 MG,TAB ER 24H,120.0,8.0,120.0,180.0,0.027666,0.024598,0.07375,0.600035,0.534118,2.85,0.05587,0.05298,0.04577,0.02583,0.03599,1.0,1.0,1.0,1.0,1.5,,,,,,120.0,180.0,4.0,5.93,4.0,5.93,4.0,5.93,2020-01-03,5528.0,3196.0,0.633654287024301,0.366345712975699,174.0,132.0,0.568627450980392,0.568627450980392,0.04487375,1.0,3.919955,6.384849999999999,NON-WMT Drug; Margin -VE; Raising to MAC Prices
112,89863,287634,46754,2,supersaver,True,N/A,222,-1334.83371,222,1020.70629,172,89863.0,metformin hcl,Glucophage XR,500 MG,TAB ER 24H,120.0,8.0,120.0,180.0,0.027666,0.024598,0.07375,0.600035,0.534118,2.85,0.05587,0.05298,0.04577,0.02583,0.03599,1.0,1.0,1.0,1.0,1.5,,,,,,120.0,180.0,4.0,5.93,4.0,5.93,4.0,5.93,2020-01-03,5528.0,3196.0,0.633654287024301,0.366345712975699,174.0,132.0,0.568627450980392,0.568627450980392,0.05587,1.0,3.4858779999999996,7.704400000000001,NON-WMT Drug; Margin -VE; Raising to MAC Prices
113,27692,294909,6818,2,supersaver,False,Last Started Date : 2019-12-20,94,-564.4962,94,804.4838,63,27692.0,spironolactone,Aldactone,50 MG,TABLET,30.0,65.0,30.0,90.0,0.2321,0.2017,0.1519,4.2381,3.45,5.8938,0.18505,0.17708,0.15369,0.38372,0.12491,1.0,1.0,1.0,1.0,1.5,,,,,,30.0,90.0,11.54,19.56,11.54,20.59,11.54,19.56,2020-01-03,2688.0,633.0,0.809394760614273,0.190605239385727,64.0,17.0,0.790123456790123,0.790123456790123,0.2017,3.45,9.501000000000001,9.501000000000001,No Change
114,11530,445100,3314,3,delivery,True,N/A,73,-332.05027,73,1263.64973,46,11530.0,levonorgestrel-ethin estradiol,Portia 28,0.15-0.03,TABLET,28.0,167.0,,,0.833034,,0.355357,2.970557,,0.0,0.40769,0.38716,0.33468,0.81267,0.43601,1.0,1.0,1.0,1.0,1.5,,,,,,,,,,,,,,,381.0,131.0,0.744140625,0.255859375,20.0,16.0,0.555555555555556,0.555555555555556,0.43601,1.5,9.949995999999999,13.70828,NON-WMT Drug; Margin -VE; Raising to MAC Prices
115,95919,264931,39531,1,blink,True,N/A,113,-1140.5564,113,3158.3136,82,95919.0,dorzolamide hcl/timolol maleat,Cosopt,22.3-6.8/1,DROPS,10.0,184.0,10.0,10.0,2.173486,,,2.367938,,,2.17277,2.0759,1.80029,4.46944,1.45489,1.0,1.0,1.0,1.0,1.5,,,,,,,,,,,,,,,1837.0,314.0,0.854021385402139,0.145978614597861,38.0,7.0,0.844444444444444,0.844444444444444,2.7893217499999996,1.0,24.102798,28.893217499999995,NON-WMT Drug; Margin -VE; Raising to MAC Prices
116,95919,283717,39531,1,blink,True,N/A,28,-439.51216,28,761.81784,20,95919.0,dorzolamide hcl/timolol maleat,Cosopt,22.3-6.8/1,DROPS,10.0,184.0,10.0,10.0,2.173486,,,2.367938,,,2.17277,2.0759,1.80029,4.46944,1.45489,1.0,1.0,1.0,1.0,1.5,,,,,,,,,,,,,,,1837.0,314.0,0.854021385402139,0.145978614597861,38.0,7.0,0.844444444444444,0.844444444444444,2.7893217499999996,1.0,24.102798,28.893217499999995,NON-WMT Drug; Margin -VE; Raising to MAC Prices
117,14851,150773,23382,1,blink,False,Last Started Date : 2020-01-03,901,-1747.282,901,7413.398,702,14851.0,losartan potassium,Cozaar,50 MG,TABLET,30.0,12.0,30.0,90.0,0.1292,0.0933,0.1056,3.8755,4.2,4.5309,0.122,0.11541,0.09956,0.1794,0.07755,1.0,1.0,1.0,1.0,1.5,30.0,90.0,4.0,10.0,1.0,30.0,90.0,4.0,7.5,9.0,24.0,4.0,7.5,2020-01-03,14870.0,10150.0,0.594324540367706,0.405675459632294,243.0,309.0,0.440217391304348,0.440217391304348,0.1292,3.8755,7.7515,7.7515,No Change
118,14851,150773,23382,2,supersaver,False,Last Started Date : 2020-01-03,228,-418.47548,228,1746.60452,190,14851.0,losartan potassium,Cozaar,50 MG,TABLET,30.0,12.0,30.0,90.0,0.1292,0.0933,0.1056,3.8755,4.2,4.5309,0.122,0.11541,0.09956,0.1794,0.07755,1.0,1.0,1.0,1.0,1.5,30.0,90.0,4.0,10.0,1.0,30.0,90.0,4.0,7.5,9.0,24.0,4.0,7.5,2020-01-03,14870.0,10150.0,0.594324540367706,0.405675459632294,243.0,309.0,0.440217391304348,0.440217391304348,0.0933,4.2,6.9990000000000006,6.9990000000000006,No Change
119,47561,254800,32599,2,supersaver,True,N/A,39,-532.33129,39,1862.42871,22,47561.0,mycophenolate mofetil,CellCept,500 MG,TABLET,120.0,130.0,120.0,360.0,0.545758,0.354461,0.420417,2.244889,1.474701,2.95,0.44618,0.42776,0.37164,0.93404,0.30405,1.0,1.0,1.0,1.0,1.5,,,,,,120.0,360.0,46.82,121.46,59.6,144.8,46.82,121.46,2020-01-03,3194.0,433.0,0.88061759029501,0.11938240970499,74.0,15.0,0.831460674157303,0.831460674157303,0.44618,1.0,44.01002100000001,54.5416,NON-WMT Drug; Margin -VE; Raising to MAC Prices
120,47561,254800,32599,1,blink,True,N/A,35,-361.30968,35,2137.17032,24,47561.0,mycophenolate mofetil,CellCept,500 MG,TABLET,120.0,130.0,120.0,360.0,0.545758,0.354461,0.420417,2.244889,1.474701,2.95,0.44618,0.42776,0.37164,0.93404,0.30405,1.0,1.0,1.0,1.0,1.5,,,,,,120.0,360.0,46.82,121.46,59.6,144.8,46.82,121.46,2020-01-03,3194.0,433.0,0.88061759029501,0.11938240970499,74.0,15.0,0.831460674157303,0.831460674157303,0.578112,1.0,67.735849,70.37343999999999,NON-WMT Drug; Margin -VE; Raising to MAC Prices
121,47561,214227,32599,2,supersaver,True,N/A,53,-867.53147,53,2991.82853,31,47561.0,mycophenolate mofetil,CellCept,500 MG,TABLET,120.0,130.0,120.0,360.0,0.545758,0.354461,0.420417,2.244889,1.474701,2.95,0.44618,0.42776,0.37164,0.93404,0.30405,1.0,1.0,1.0,1.0,1.5,,,,,,120.0,360.0,46.82,121.46,59.6,144.8,46.82,121.46,2020-01-03,3194.0,433.0,0.88061759029501,0.11938240970499,74.0,15.0,0.831460674157303,0.831460674157303,0.44618,1.0,44.01002100000001,54.5416,NON-WMT Drug; Margin -VE; Raising to MAC Prices
122,40410,181611,9226,1,blink,True,N/A,49,-446.10402,49,1675.66598,34,40410.0,minocycline hcl,Minocin,100 MG,CAPSULE,60.0,149.0,60.0,90.0,0.694718,0.458084,0.625833,1.602234,1.064968,2.95,0.624244186046512,0.582056074766355,0.513962962962963,1.24488549618321,0.411857142857143,1.0,1.0,1.0,1.0,1.5,,,,,,60.0,90.0,29.93,40.9,43.71,55.45,29.93,40.9,2020-01-03,2342.0,168.0,0.933067729083665,0.0669322709163347,33.0,5.0,0.868421052631579,0.868421052631579,0.7879732567018887,1.0,43.285314,48.27839540211332,NON-WMT Drug; Margin -VE; Raising to MAC Prices
123,40410,181611,9226,2,supersaver,True,N/A,32,-359.11971,32,837.10029,21,40410.0,minocycline hcl,Minocin,100 MG,CAPSULE,60.0,149.0,60.0,90.0,0.694718,0.458084,0.625833,1.602234,1.064968,2.95,0.624244186046512,0.582056074766355,0.513962962962963,1.24488549618321,0.411857142857143,1.0,1.0,1.0,1.0,1.5,,,,,,60.0,90.0,29.93,40.9,43.71,55.45,29.93,40.9,2020-01-03,2342.0,168.0,0.933067729083665,0.0669322709163347,33.0,5.0,0.868421052631579,0.868421052631579,0.624244186046512,1.0,28.550008,38.45465116279072,NON-WMT Drug; Margin -VE; Raising to MAC Prices
124,26325,266937,6656,2,supersaver,False,Last Started Date : 2019-12-12,47,-1522.61794,47,492.88206,35,26325.0,levothyroxine sodium,Synthroid,200 MCG,TABLET,30.0,29.0,30.0,90.0,0.734904,0.42667,0.69,1.938371,0.67992,2.9,0.68615,0.65654,0.56983,0.10333,0.46299,1.0,1.0,1.0,1.0,1.5,30.0,90.0,4.0,10.0,1.0,30.0,90.0,4.0,10.0,4.0,10.0,4.0,10.0,2020-01-03,682.0,358.0,0.655769230769231,0.344230769230769,17.0,4.0,0.80952380952381,0.80952380952381,0.42667,0.67992,13.48002,13.48002,No Change
125,2683,202624,16926,1,blink,True,N/A,1425,-951.52465,1425,9453.34535,1113,2683.0,amlodipine besylate,Norvasc,5 MG,TABLET,30.0,7.0,30.0,90.0,0.071598,0.071598,0.0875,1.772056,1.772056,0.875,0.0534,0.04637,0.03809,0.1415,0.01906,1.0,1.0,1.0,1.0,1.5,30.0,90.0,4.0,10.0,1.0,30.0,90.0,3.94,9.35,9.0,24.0,6.29,9.35,2020-01-03,23803.0,16469.0,0.591055820421136,0.408944179578864,436.0,476.0,0.478070175438596,0.478070175438596,0.1,1.0,3.919996,4.0,WMT 4/10|9/24 Drug; Raising to WMT Prices
126,23164,471242,57893,1,blink,False,Last Started Date : 2020-01-03,741,-494.43058,741,11406.93942,504,23164.0,duloxetine hcl,Cymbalta,60 MG,CAPSULE DR,30.0,6.0,30.0,90.0,0.3073,0.2209,0.23,4.1342,5.4735,4.05,0.222,0.21239,0.18433,0.45986,0.14969,1.0,1.0,1.0,1.0,1.5,30.0,90.0,9.0,24.0,1.0,30.0,90.0,13.12,23.35,15.0,38.0,13.12,23.35,2020-01-03,52363.0,10463.0,0.833460669149715,0.166539330850285,834.0,301.0,0.734801762114537,0.734801762114537,0.3073,4.1342,13.353200000000001,13.353200000000001,No Change
127,23164,471240,57893,1,blink,False,Last Started Date : 2020-01-03,1237,-1368.48961,1237,20519.34039,834,23164.0,duloxetine hcl,Cymbalta,60 MG,CAPSULE DR,30.0,6.0,30.0,90.0,0.3073,0.2209,0.23,4.1342,5.4735,4.05,0.222,0.21239,0.18433,0.45986,0.14969,1.0,1.0,1.0,1.0,1.5,30.0,90.0,9.0,24.0,1.0,30.0,90.0,13.12,23.35,15.0,38.0,13.12,23.35,2020-01-03,52363.0,10463.0,0.833460669149715,0.166539330850285,834.0,301.0,0.734801762114537,0.734801762114537,0.3073,4.1342,13.353200000000001,13.353200000000001,No Change
128,35852,263280,8374,2,supersaver,False,Last Started Date : 2019-12-20,131,-526.87202,131,1348.30798,89,35852.0,diclofenac sodium,Voltaren,75 MG,TABLET DR,60.0,101.0,60.0,180.0,0.1825,0.1534,0.1151,6.8999,4.7475,10.8444,0.15459,0.14648,0.12648,0.30456,0.09914,1.0,1.0,1.0,1.0,1.5,,,,,,60.0,180.0,14.42,27.26,19.0,56.0,14.42,27.26,2020-01-03,3965.0,559.0,0.876436781609195,0.123563218390805,108.0,14.0,0.885245901639344,0.885245901639344,0.1534,4.7475,13.9515,13.9515,No Change
129,26327,178488,6654,2,supersaver,False,Last Started Date : 2019-12-12,16,-348.05609,16,129.42391,11,26327.0,levothyroxine sodium,Synthroid,150 MCG,TABLET,30.0,29.0,30.0,90.0,0.691254,0.42858,0.675,1.634786,0.6675,3.05,0.68893,0.65822,0.57084,0.10333,0.46135,1.0,1.0,1.0,1.0,1.5,30.0,90.0,4.0,10.0,1.0,30.0,90.0,4.0,10.0,4.0,10.0,4.0,10.0,2020-01-03,1339.0,922.0,0.592215833701902,0.407784166298098,37.0,22.0,0.627118644067797,0.627118644067797,0.42858,0.6675,13.5249,13.5249,No Change
130,26327,248321,6654,2,supersaver,False,Last Started Date : 2019-12-12,107,-3761.78189,107,1162.88811,90,26327.0,levothyroxine sodium,Synthroid,150 MCG,TABLET,30.0,29.0,30.0,90.0,0.691254,0.42858,0.675,1.634786,0.6675,3.05,0.68893,0.65822,0.57084,0.10333,0.46135,1.0,1.0,1.0,1.0,1.5,30.0,90.0,4.0,10.0,1.0,30.0,90.0,4.0,10.0,4.0,10.0,4.0,10.0,2020-01-03,1339.0,922.0,0.592215833701902,0.407784166298098,37.0,22.0,0.627118644067797,0.627118644067797,0.42858,0.6675,13.5249,13.5249,No Change
131,56972,157658,34359,2,supersaver,True,N/A,375,-1242.65308,375,13842.99692,218,56972.0,dextroamphetamine/amphetamine,Adderall,30 MG,TABLET,60.0,18.0,60.0,90.0,0.827438,0.546125,,4.291229,2.859756,,0.61099,0.5823,0.50433,1.24087,0.40393,1.0,1.0,1.0,1.0,1.5,,,,,,60.0,90.0,31.84,43.15,33.11,45.19,31.84,43.15,2020-01-03,14528.0,223.0,0.984882380855535,0.0151176191444648,272.0,5.0,0.981949458483754,0.981949458483754,0.61099,1.0,35.627255999999996,37.659400000000005,NON-WMT Drug; Margin -VE; Raising to MAC Prices
132,26322,237361,6649,2,supersaver,False,Last Started Date : 2019-12-12,266,-3682.64293,266,2444.33707,199,26322.0,levothyroxine sodium,Synthroid,50 MCG,TABLET,90.0,29.0,30.0,90.0,0.4882,0.25183,0.37,1.876813,0.745,2.8,0.38268,0.36565,0.31712,0.10333,0.25636,1.0,1.0,1.0,1.0,1.5,30.0,90.0,4.0,10.0,1.0,30.0,90.0,4.0,9.8,4.0,9.8,4.0,9.8,2020-01-03,4154.0,2690.0,0.606954997077732,0.393045002922268,98.0,85.0,0.53551912568306,0.53551912568306,0.25183,0.745,23.4097,23.4097,No Change
133,26322,257084,6649,2,supersaver,False,Last Started Date : 2019-12-12,32,-460.89176,32,251.40824,26,26322.0,levothyroxine sodium,Synthroid,50 MCG,TABLET,90.0,29.0,30.0,90.0,0.4882,0.25183,0.37,1.876813,0.745,2.8,0.38268,0.36565,0.31712,0.10333,0.25636,1.0,1.0,1.0,1.0,1.5,30.0,90.0,4.0,10.0,1.0,30.0,90.0,4.0,9.8,4.0,9.8,4.0,9.8,2020-01-03,4154.0,2690.0,0.606954997077732,0.393045002922268,98.0,85.0,0.53551912568306,0.53551912568306,0.25183,0.745,23.4097,23.4097,No Change
134,26321,232437,6648,2,supersaver,False,Last Started Date : 2019-12-12,14,-328.86616,14,117.78384,13,26321.0,levothyroxine sodium,Synthroid,25 MCG,TABLET,30.0,29.0,30.0,90.0,0.436766,0.27475,0.351667,2.118428,0.7925,2.75,0.41046,0.39232,0.34031,0.10333,0.27542,1.0,1.0,1.0,1.0,1.5,30.0,90.0,4.0,10.0,1.0,30.0,90.0,4.0,10.0,4.0,10.0,4.0,10.0,2020-01-03,2195.0,1193.0,0.647874852420307,0.352125147579693,48.0,32.0,0.6,0.6,0.27475,0.7925,9.035,9.035,No Change
135,26321,210792,6648,2,supersaver,False,Last Started Date : 2019-12-12,112,-1963.89463,112,1104.49537,92,26321.0,levothyroxine sodium,Synthroid,25 MCG,TABLET,30.0,29.0,30.0,90.0,0.436766,0.27475,0.351667,2.118428,0.7925,2.75,0.41046,0.39232,0.34031,0.10333,0.27542,1.0,1.0,1.0,1.0,1.5,30.0,90.0,4.0,10.0,1.0,30.0,90.0,4.0,10.0,4.0,10.0,4.0,10.0,2020-01-03,2195.0,1193.0,0.647874852420307,0.352125147579693,48.0,32.0,0.6,0.6,0.27475,0.7925,9.035,9.035,No Change
136,16516,206717,46047,2,supersaver,True,N/A,85,-1331.0065,85,644.7635,54,16516.0,amitriptyline hcl,Elavil,50 MG,TABLET,30.0,93.0,30.0,90.0,0.718568,0.112042,0.37,2.297258,0.368634,2.9,0.34767,0.33315,0.28937,0.10333,0.23632,1.0,1.0,1.0,1.0,1.5,30.0,90.0,4.0,10.0,1.0,30.0,90.0,3.96,10.0,3.96,10.0,3.96,10.0,2020-01-03,1181.0,329.0,0.782119205298013,0.217880794701987,38.0,6.0,0.863636363636364,0.863636363636364,0.1,1.0,3.7298940000000003,4.0,WMT 4/10|9/24 Drug; Raising to WMT Prices
137,14771,184992,3846,1,blink,True,N/A,24,-332.3602,24,294.5298,18,14771.0,prochlorperazine maleate,Compazine,10 MG,TABLET,30.0,287.0,90.0,,0.229611,,,2.140485,,,0.53867,0.51578,0.44782,1.1205,0.36475,1.0,1.0,1.0,1.0,1.5,,,,,,,,,,,,,,,403.0,3.0,0.992610837438424,0.00738916256157635,12.0,0.0,1.0,1.0,0.6956034999999999,1.0,9.028815,21.868104999999996,NON-WMT Drug; Margin -VE; Raising to MAC Prices
