medication,strength,form,units,price
risperdal,0.5 mg,Tablet,90,9
risperdal,0.5 mg,Tablet,180,15
risperdal,1 mg,Tablet,30,4
risperdal,1 mg,Tablet,45,5
risperdal,1 mg,Tablet,60,6
risperdal,1 mg,Tablet,90,9
risperdal,1 mg,Tablet,180,15
risperdal,2 mg,Tablet,30,4
risperdal,2 mg,Tablet,45,5
risperdal,2 mg,Tablet,60,6
risperdal,2 mg,Tablet,90,9
risperdal,2 mg,Tablet,180,15
risperdal,3 mg,Tablet,30,4
risperdal,3 mg,Tablet,45,5
risperdal,3 mg,Tablet,60,6
risperdal,3 mg,Tablet,90,9
risperdal,3 mg,Tablet,180,15
risperdal,4 mg,Tablet,30,4
risperdal,4 mg,Tablet,45,5
risperdal,4 mg,Tablet,60,6
risperdal,4 mg,Tablet,90,9
risperdal,4 mg,Tablet,180,15
rhinocort,32 mcg/5 ml,Nasal Spray,1,13
rhinocort,32 mcg/5 ml,Nasal Spray,3,38
rhinocort,32 mcg/8.43 ml,Nasal Spray,1,16
rhinocort,32 mcg/8.43 ml,Nasal Spray,3,46
rheumatrex,2.5 mg,Tablet,28,18
rheumatrex,2.5 mg,Tablet,30,19
rheumatrex,2.5 mg,Tablet,40,26
rheumatrex,2.5 mg,Tablet,100,63
revia,50 mg,Tablet,30,24
revia,50 mg,Tablet,60,47
revia,50 mg,Tablet,100,78
revatio,20 mg,Tablet,30,8
revatio,20 mg,Tablet,60,16
revatio,20 mg,Tablet,90,20
retina,0.025%/20 gm,Cream,1,78
retina,0.025%/20 gm,Cream,3,233
retina,0.025%/45 gm,Cream,1,124
retina,0.025%/45 gm,Cream,3,372
retina,0.05%/20 gm,Cream,1,99
retina,0.05%/20 gm,Cream,3,296
retina,0.05%/40 gm,Cream,1,120
retina,0.05%/40 gm,Cream,3,360
retina,0.05%/45 gm,Cream,1,119
retina,0.05%/45 gm,Cream,3,357
retina,0.1%/20 gm,Cream,1,109
retina,0.1%/20 gm,Cream,3,327
retina,0.1%/45 gm,Cream,1,186
retina,0.1%/45 gm,Cream,3,556
retina,0.01%/15 gm,Gel,1,63
retina,0.01%/15 gm,Gel,3,187
retina,0.01%/45 gm,Gel,1,137
retina,0.01%/45 gm,Gel,3,411
retina,0.025%/15 gm,Gel,1,62
retina,0.025%/15 gm,Gel,3,185
retina,0.025%/45 gm,Gel,1,147
retina,0.025%/45 gm,Gel,3,439
retina,0.05%/45 gm,Gel,1,261
retina,0.05%/45 gm,Gel,3,781
retina,0.1%/20 gm,Gel,1,232
retina,0.1%/20 gm,Gel,3,695
requipxl,2 mg,Tablet Er,30,45
requipxl,2 mg,Tablet Er,60,90
requipxl,2 mg,Tablet Er,90,134
requipxl,2 mg,Tablet Er,120,179
requipxl,2 mg,Tablet Er,180,268
requipxl,4 mg,Tablet Er,30,100
requipxl,4 mg,Tablet Er,60,200
requipxl,4 mg,Tablet Er,90,299
requipxl,4 mg,Tablet Er,120,399
requipxl,4 mg,Tablet Er,180,598
requipxl,6 mg,Tablet Er,30,120
requipxl,6 mg,Tablet Er,60,240
requipxl,6 mg,Tablet Er,90,360
requipxl,6 mg,Tablet Er,120,479
requipxl,6 mg,Tablet Er,180,719
requipxl,8 mg,Tablet Er,30,141
requipxl,8 mg,Tablet Er,60,281
requipxl,8 mg,Tablet Er,90,421
requipxl,8 mg,Tablet Er,120,561
requipxl,8 mg,Tablet Er,180,841
requipxl,12 mg,Tablet Er,30,159
requipxl,12 mg,Tablet Er,60,317
requipxl,12 mg,Tablet Er,90,475
requipxl,12 mg,Tablet Er,120,633
requipxl,12 mg,Tablet Er,180,950
requip,0.25 mg,Tablet,30,4
requip,0.25 mg,Tablet,60,7
requip,0.25 mg,Tablet,90,9
requip,0.25 mg,Tablet,120,11
requip,0.25 mg,Tablet,180,15
requip,0.5 mg,Tablet,30,4
requip,0.5 mg,Tablet,60,7
requip,0.5 mg,Tablet,90,9
requip,0.5 mg,Tablet,120,11
requip,0.5 mg,Tablet,180,15
requip,0.5 mg,Tablet,270,19
requip,1 mg,Tablet,30,4
requip,1 mg,Tablet,60,7
requip,1 mg,Tablet,90,9
requip,1 mg,Tablet,120,11
requip,1 mg,Tablet,180,15
requip,2 mg,Tablet,30,4
requip,2 mg,Tablet,60,7
requip,2 mg,Tablet,90,9
requip,2 mg,Tablet,120,11
requip,2 mg,Tablet,180,15
requip,3 mg,Tablet,30,4
requip,3 mg,Tablet,60,7
requip,3 mg,Tablet,90,9
requip,3 mg,Tablet,120,11
requip,3 mg,Tablet,180,15
requip,4 mg,Tablet,30,4
requip,4 mg,Tablet,60,7
requip,4 mg,Tablet,90,9
requip,4 mg,Tablet,120,11
requip,4 mg,Tablet,180,15
requip,5 mg,Tablet,30,4
requip,5 mg,Tablet,60,7
requip,5 mg,Tablet,90,9
requip,5 mg,Tablet,120,11
requip,5 mg,Tablet,180,15
requip,5 mg,Tablet,270,19
remeron,7.5 mg,Tablet,30,21
remeron,7.5 mg,Tablet,60,42
remeron,7.5 mg,Tablet,90,63
remeron,15 mg,Tablet,30,4
remeron,15 mg,Tablet,45,5
remeron,15 mg,Tablet,60,7
remeron,15 mg,Tablet,90,10
remeron,30 mg,Tablet,30,5
remeron,30 mg,Tablet,45,7
remeron,30 mg,Tablet,60,9
remeron,30 mg,Tablet,90,14
remeron,45 mg,Tablet,30,7
remeron,45 mg,Tablet,60,13
remeron,45 mg,Tablet,90,20
remeron,15 mg,Tablet Odt,30,33
remeron,15 mg,Tablet Odt,60,66
remeron,15 mg,Tablet Odt,90,99
remeron,30 mg,Tablet Odt,30,28
remeron,30 mg,Tablet Odt,60,55
remeron,30 mg,Tablet Odt,90,82
remeron,45 mg,Tablet Odt,30,33
remeron,45 mg,Tablet Odt,60,65
remeron,45 mg,Tablet Odt,90,98
relafen,500 mg,Tablet,30,6
relafen,500 mg,Tablet,60,11
relafen,500 mg,Tablet,90,16
relafen,500 mg,Tablet,120,21
relafen,500 mg,Tablet,180,31
relafen,750 mg,Tablet,30,7
relafen,750 mg,Tablet,60,14
relafen,750 mg,Tablet,90,21
relafen,750 mg,Tablet,180,41
reglan,5 mg/5 mL/473 ml,Solution,1,23
reglan,5 mg/5 mL/473 ml,Solution,3,67
reglan,5 mg,Tablet,30,4
reglan,5 mg,Tablet,60,7
reglan,5 mg,Tablet,90,9
reglan,5 mg,Tablet,120,11
reglan,10 mg,Tablet,30,4
reglan,10 mg,Tablet,60,7
reglan,10 mg,Tablet,90,9
reglan,10 mg,Tablet,120,11
reglan,5 mg,Tablet Odt,10,77
reglan,5 mg,Tablet Odt,30,229
reglan,5 mg,Tablet Odt,60,458
reglan,5 mg,Tablet Odt,90,687
reglan,10 mg,Tablet Odt,10,77
reglan,10 mg,Tablet Odt,30,229
reglan,10 mg,Tablet Odt,60,458
reglan,10 mg,Tablet Odt,90,687
razadyneer,8 mg,Capsule Er,30,68
razadyneer,8 mg,Capsule Er,60,135
razadyneer,8 mg,Capsule Er,90,203
razadyneer,16 mg,Capsule Er,30,67
razadyneer,16 mg,Capsule Er,60,134
razadyneer,16 mg,Capsule Er,90,201
razadyneer,24 mg,Capsule Er,30,59
razadyneer,24 mg,Capsule Er,60,118
razadyneer,24 mg,Capsule Er,90,176
razadyne,4 mg,Tablet,30,23
razadyne,4 mg,Tablet,60,46
razadyne,4 mg,Tablet,90,69
razadyne,4 mg,Tablet,180,137
razadyne,8 mg,Tablet,30,23
razadyne,8 mg,Tablet,60,46
razadyne,8 mg,Tablet,90,69
razadyne,8 mg,Tablet,120,91
razadyne,8 mg,Tablet,180,137
razadyne,12 mg,Tablet,30,23
razadyne,12 mg,Tablet,60,46
razadyne,12 mg,Tablet,90,69
razadyne,12 mg,Tablet,180,137
quixin,0.5%/5 ml,Solution,1,43
quixin,0.5%/5 ml,Solution,3,129
questranlight,4 g/pkt/210 gm,Powder,1,70
questranlight,4 g/pkt/210 gm,Powder,3,208
questranlight,4 g/pkt/240 gm,Powder,1,59
questranlight,4 g/pkt/240 gm,Powder,3,177
questranlight,4 g/pkt/60 packets,Ud Packet,1,168
questranlight,4 g/pkt/60 packets,Ud Packet,3,503
questran,4 g/scoop/378 gm,Powder,1,74
questran,4 g/scoop/378 gm,Powder,3,220
questran,4 g/pkt/60 packets,Ud Packet,1,99
questran,4 g/pkt/60 packets,Ud Packet,2,197
questran,4 g/pkt/60 packets,Ud Packet,3,296
pyridiumazostandard,100 mg,Tablet,30,24
pyridiumazostandard,100 mg,Tablet,100,79
pyridiumazostandard,200 mg,Tablet,30,27
pyridiumazostandard,200 mg,Tablet,100,88
pulmicortrespules,0.25 mg/2 mL/30 Amplues,Ampules,1,61
pulmicortrespules,0.25 mg/2 mL/30 Amplues,Ampules,3,181
pulmicortrespules,0.5 mg/2 mL/30 Ampules,Ampules,1,61
pulmicortrespules,0.5 mg/2 mL/30 Ampules,Ampules,3,181
pulmicortrespules,1 mg/2 mL/30 Ampules,Ampules,1,414
pulmicortrespules,1 mg/2 mL/30 Ampules,Ampules,3,1242
prozac,10 mg,Capsule,30,3
prozac,10 mg,Capsule,60,6
prozac,10 mg,Capsule,90,9
prozac,10 mg,Capsule,180,17
prozac,10 mg,Capsule,270,19
prozac,20 mg,Capsule,30,4
prozac,20 mg,Capsule,60,7
prozac,20 mg,Capsule,90,9
prozac,20 mg,Capsule,180,17
prozac,20 mg,Capsule,270,22
prozac,40 mg,Capsule,30,4
prozac,40 mg,Capsule,60,7
prozac,40 mg,Capsule,90,9
prozac,40 mg,Capsule,180,17
prozac,10 mg,Tablet,30,16
prozac,10 mg,Tablet,45,24
prozac,10 mg,Tablet,60,31
prozac,10 mg,Tablet,90,46
prozac,20 mg,Tablet,30,26
prozac,20 mg,Tablet,45,38
prozac,20 mg,Tablet,60,51
prozac,20 mg,Tablet,90,75
prozac,20 mg,Tablet,180,149
prozac,10 mg,Tablets,30,16
prozac,10 mg,Tablets,45,24
prozac,10 mg,Tablets,60,31
prozac,10 mg,Tablets,90,46
prozac,20 mg,Tablets,30,26
prozac,20 mg,Tablets,45,38
prozac,20 mg,Tablets,60,51
prozac,20 mg,Tablets,90,75
prozac,20 mg,Tablets,180,149
provera,2.5 mg,Tablet,30,4
provera,2.5 mg,Tablet,45,5
provera,2.5 mg,Tablet,60,6
provera,2.5 mg,Tablet,90,9
provera,5 mg,Tablet,30,4
provera,5 mg,Tablet,60,7
provera,5 mg,Tablet,90,9
provera,10 mg,Tablet,30,5
provera,10 mg,Tablet,60,10
provera,10 mg,Tablet,90,15
provera,150 mg/1 ml,Multi Dose Vial,1,59
proventilhfa,90 mcg/6.7 gm,Inhaler,1,88
proventilhfa,90 mcg/6.7 gm,Inhaler,3,240
protonix,20 mg,Tablet,30,5
protonix,20 mg,Tablet,60,8
protonix,20 mg,Tablet,90,10
protonix,20 mg,Tablet,180,18
protonix,40 mg,Tablet,30,5
protonix,40 mg,Tablet,60,8
protonix,40 mg,Tablet,90,10
protonix,40 mg,Tablet,180,18
propecia,1 mg,Tablet,30,4
propecia,1 mg,Tablet,60,7
propecia,1 mg,Tablet,90,9
prometrium,100 mg,Capsule,30,14
prometrium,100 mg,Capsule,60,27
prometrium,100 mg,Capsule,90,41
prometrium,100 mg,Capsule,180,81
prometrium,200 mg,Capsule,30,15
prometrium,200 mg,Capsule,60,30
prometrium,200 mg,Capsule,90,45
procardiaxl,30 mg,Tablet Er,30,8
procardiaxl,30 mg,Tablet Er,60,15
procardiaxl,30 mg,Tablet Er,90,22
procardiaxl,30 mg,Tablet Er,180,43
procardiaxl,60 mg,Tablet Er,30,8
procardiaxl,60 mg,Tablet Er,60,15
procardiaxl,60 mg,Tablet Er,90,23
procardiaxl,60 mg,Tablet Er,180,45
procardiaxl,90 mg,Tablet Er,30,13
procardiaxl,90 mg,Tablet Er,60,25
procardiaxl,90 mg,Tablet Er,90,38
procardiaxl,90 mg,Tablet Er,180,75
procardiaadalat,10 mg,Capsule,30,21
procardiaadalat,10 mg,Capsule,60,42
procardiaadalat,10 mg,Capsule,90,63
procardiaadalat,10 mg,Capsule,120,84
procardiaadalat,10 mg,Capsule,180,125
procardiaadalat,20 mg,Capsule,30,50
procardiaadalat,20 mg,Capsule,60,99
procardiaadalat,20 mg,Capsule,90,148
procardiaadalat,20 mg,Capsule,120,197
procardiaadalat,20 mg,Capsule,180,295
proairrespiclick,90 mcg,Inhaler,1,65
proairrespiclick,90 mcg,Inhaler,3,163
pristiq,25 mg,Tablet Er,30,31
pristiq,25 mg,Tablet Er,60,62
pristiq,25 mg,Tablet Er,90,92
pristiq,50 mg,Tablet Er,30,28
pristiq,50 mg,Tablet Er,60,56
pristiq,50 mg,Tablet Er,90,84
pristiq,100 mg,Tablet Er,30,26
pristiq,100 mg,Tablet Er,60,51
pristiq,100 mg,Tablet Er,90,77
prilosec,10 mg,Capsule Dr,30,7
prilosec,10 mg,Capsule Dr,60,13
prilosec,10 mg,Capsule Dr,90,20
prilosec,10 mg,Capsule Dr,180,39
prilosec,20 mg,Capsule Dr,30,5
prilosec,20 mg,Capsule Dr,60,8
prilosec,20 mg,Capsule Dr,90,10
prilosec,20 mg,Capsule Dr,180,18
prilosec,40 mg,Capsule Dr,30,5
prilosec,40 mg,Capsule Dr,60,8
prilosec,40 mg,Capsule Dr,90,10
prilosec,40 mg,Capsule Dr,180,18
prilosec,20 mg,Capsule Dr,270,27
prevpac,30 mg/500 mg/500 mg,Convenience Pack (14 Day),112,239
prevpac,30 mg/500 mg/500 mg,Convenience Pack (14 Day),224,478
prevpac,31 mg/500 mg/500 mg,Convenience Pack (14 Day),224,765.03
prevacid,15 mg,Capsule Dr,30,17
prevacid,15 mg,Capsule Dr,60,33
prevacid,15 mg,Capsule Dr,90,50
prevacid,15 mg,Capsule Dr,180,99
prevacid,30 mg,Capsule Dr,30,7
prevacid,30 mg,Capsule Dr,60,14
prevacid,30 mg,Capsule Dr,90,21
prevacid,30 mg,Capsule Dr,180,42
precose,25 mg,Tablet,30,4
precose,25 mg,Tablet,60,7
precose,25 mg,Tablet,90,9
precose,25 mg,Tablet,180,17
precose,25 mg,Tablet,270,22
precose,50 mg,Tablet,30,5
precose,50 mg,Tablet,60,9
precose,50 mg,Tablet,90,13
precose,50 mg,Tablet,180,25
precose,50 mg,Tablet,270,38
precose,100 mg,Tablet,30,9
precose,100 mg,Tablet,60,18
precose,100 mg,Tablet,90,27
precose,100 mg,Tablet,180,54
precose,100 mg,Tablet,270,81
pravachol,10 mg,Tablet,30,4
pravachol,10 mg,Tablet,45,5
pravachol,10 mg,Tablet,60,6
pravachol,10 mg,Tablet,90,9
pravachol,20 mg,Tablet,30,4
pravachol,20 mg,Tablet,45,5
pravachol,20 mg,Tablet,60,6
pravachol,20 mg,Tablet,90,9
pravachol,40 mg,Tablet,30,4
pravachol,40 mg,Tablet,60,7
pravachol,40 mg,Tablet,90,9
pravachol,40 mg,Tablet,180,17
pravachol,80 mg,Tablet,30,4
pravachol,80 mg,Tablet,45,5
pravachol,80 mg,Tablet,60,6
pravachol,80 mg,Tablet,90,9
prandin,0.5 mg,Tablet,30,7
prandin,0.5 mg,Tablet,60,13
prandin,0.5 mg,Tablet,90,20
prandin,0.5 mg,Tablet,180,39
prandin,0.5 mg,Tablet,270,59
prandin,1 mg,Tablet,30,8
prandin,1 mg,Tablet,60,15
prandin,1 mg,Tablet,90,22
prandin,1 mg,Tablet,180,44
prandin,1 mg,Tablet,270,66
prandin,2 mg,Tablet,30,7
prandin,2 mg,Tablet,60,13
prandin,2 mg,Tablet,90,20
prandin,2 mg,Tablet,180,39
prandin,2 mg,Tablet,270,58
polytrim,10000 units-1 mg/mL/10 ml,Solution,1,7
polytrim,10000 units-1 mg/mL/10 ml,Solution,3,21
plendil,2.5 mg,Tablet Er,30,6
plendil,2.5 mg,Tablet Er,60,12
plendil,2.5 mg,Tablet Er,90,18
plendil,2.5 mg,Tablet Er,120,24
plendil,2.5 mg,Tablet Er,180,36
plendil,5 mg,Tablet Er,30,8
plendil,5 mg,Tablet Er,60,15
plendil,5 mg,Tablet Er,90,23
plendil,5 mg,Tablet Er,180,45
plendil,10 mg,Tablet Er,30,10
plendil,10 mg,Tablet Er,60,19
plendil,10 mg,Tablet Er,90,28
plavix,75 mg,Tablet,30,4
plavix,75 mg,Tablet,60,6
plavix,75 mg,Tablet,90,9
plavix,300 mg,Tablet,30,410
plavix,300 mg,Tablet,100,1367
plaquenil,200 mg,Tablet,30,8
plaquenil,200 mg,Tablet,45,12
plaquenil,200 mg,Tablet,60,16
plaquenil,200 mg,Tablet,90,24
plaquenil,200 mg,Tablet,180,48
phenytek,200 mg,Capsule Er,30,38
phenytek,200 mg,Capsule Er,60,76
phenytek,200 mg,Capsule Er,90,127
phenytek,200 mg,Capsule Er,120,169
phenytek,200 mg,Capsule Er,180,254
phenytek,300 mg,Capsule Er,30,57
phenytek,300 mg,Capsule Er,60,113
phenytek,300 mg,Capsule Er,90,170
phenytek,300 mg,Capsule Er,120,226
phenytek,300 mg,Capsule Er,180,339
phenergan,12.5 mg,Rectal Suppositories,12,108
phenergan,12.5 mg,Rectal Suppositories,24,216
phenergan,25 mg,Rectal Suppositories,12,82
phenergan,25 mg,Rectal Suppositories,24,164
phenergan,50 mg,Rectal Suppositories,12,337
phenergan,50 mg,Rectal Suppositories,24,674
phenergan,6.25 mg/5 mL/473 ml,Solution,1,8
phenergan,6.25 mg/5 mL/473 ml,Solution,2,15
phenergan,6.25 mg/5 mL/473 ml,Solution,3,23
phenergan,6.25 mg/5 mL/480 ml,Solution,1,10.39
phenergan,6.25 mg/5 mL/480 ml,Solution,2,20.78
phenergan,6.25 mg/5 mL/480 ml,Solution,3,31.16
phenergan,12.5 mg,Tablet,30,4
phenergan,12.5 mg,Tablet,60,8
phenergan,12.5 mg,Tablet,90,10
phenergan,25 mg,Tablet,30,5
phenergan,25 mg,Tablet,60,8
phenergan,25 mg,Tablet,90,11
phenergan,50 mg,Tablet,30,6
phenergan,50 mg,Tablet,60,11
phenergan,50 mg,Tablet,90,15
phenergan,50 mg,Tablet,120,18
peridex,0.12%/473 ml,Suspension,1,4
peridex,0.12%/473 ml,Suspension,3,11
pepcid,20 mg,Tablet,30,4
pepcid,20 mg,Tablet,60,7
pepcid,20 mg,Tablet,90,9
pepcid,20 mg,Tablet,180,17
pepcid,40 mg,Tablet,30,4
pepcid,40 mg,Tablet,60,7
pepcid,40 mg,Tablet,90,9
pepcid,40 mg,Tablet,180,17
penlacnaillacquer,8%/6.6 ml,Solution,1,19
penlacnaillacquer,8%/6.6 ml,Solution,3,55
pediapred,6.7 mg/5 mL,Solution,120,82
pediapred,6.7 mg/5 mL,Solution,240,164
pediapred,15 mg/5 mL,Solution,240,19
pediapred,15 mg/5 mL,Solution,480,23
paxilcr,12.5 mg,Tablet,30,51
paxilcr,12.5 mg,Tablet,60,101
paxilcr,12.5 mg,Tablet,90,151
paxilcr,25 mg,Tablet,30,77
paxilcr,25 mg,Tablet,60,153
paxilcr,25 mg,Tablet,90,229
paxilcr,25 mg,Tablet,180,457
paxilcr,37.5 mg,Tablet,30,82
paxilcr,37.5 mg,Tablet,60,163
paxilcr,37.5 mg,Tablet,90,245
paxil,10 mg,Tablet,30,4
paxil,10 mg,Tablet,45,5
paxil,10 mg,Tablet,60,6
paxil,10 mg,Tablet,90,9
paxil,20 mg,Tablet,30,4
paxil,20 mg,Tablet,45,5
paxil,20 mg,Tablet,60,6
paxil,20 mg,Tablet,90,9
paxil,20 mg,Tablet,180,15
paxil,30 mg,Tablet,30,4
paxil,30 mg,Tablet,45,5
paxil,30 mg,Tablet,60,6
paxil,30 mg,Tablet,90,9
paxil,30 mg,Tablet,180,15
paxil,40 mg,Tablet,30,4
paxil,40 mg,Tablet,45,5
paxil,40 mg,Tablet,60,6
paxil,40 mg,Tablet,90,9
paxil,40 mg,Tablet,180,15
paxil,10 mg,Tablet,180,17
paxil,30 mg,Tablet,118,11.5
patanol,0.1%/5 ml,Solution,1,22
patanol,0.1%/5 ml,Solution,3,64
patanase,665 mcg/30.5 gm,Solution,1,120
patanase,665 mcg/30.5 gm,Solution,3,359
pataday,0.2%/2.5 ml,Solution,1,26
pataday,0.2%/2.5 ml,Solution,3,77
parcopa,10 mg/100 mg,Tablet Odt,30,19
parcopa,10 mg/100 mg,Tablet Odt,60,37
parcopa,10 mg/100 mg,Tablet Odt,90,56
parcopa,10 mg/100 mg,Tablet Odt,120,74
parcopa,25 mg/100 mg,Tablet Odt,30,28
parcopa,25 mg/100 mg,Tablet Odt,60,55
parcopa,25 mg/100 mg,Tablet Odt,90,82
parcopa,25 mg/100 mg,Tablet Odt,120,109
parcopa,25 mg/100 mg,Tablet Odt,180,164
parcopa,25 mg/100 mg,Tablet Odt,240,218
parcopa,25 mg/100 mg,Tablet Odt,270,245
parcopa,25 mg/250 mg,Tablet Odt,30,30
parcopa,25 mg/250 mg,Tablet Odt,60,60
parcopa,25 mg/250 mg,Tablet Odt,90,90
parcopa,25 mg/250 mg,Tablet Odt,120,120
parcopa,25 mg/250 mg,Tablet Odt,180,179
orthotricyclenlo,0.18 mg-0.215 mg-0.25 mg/25 mcg,Tablet,28,14
orthotricyclenlo,0.18 mg-0.215 mg-0.25 mg/25 mcg,Tablet,84,42
optivar,0.05%/6 ml,Solution,1,11
optivar,0.05%/6 ml,Solution,2,21
optivar,0.05%/6 ml,Solution,3,31
ocuflox,0.3%/5 ml,Solution,1,14
ocuflox,0.3%/5 ml,Solution,2,28
ocuflox,0.3%/5 ml,Solution,3,41
ocuflox,0.3%/10 ml,Solution,1,29
ocuflox,0.3%/10 ml,Solution,2,57
ocuflox,0.3%/10 ml,Solution,3,86
ocuflox,300 mg,Tablet,20,199
ocuflox,300 mg,Tablet,30,298
ocuflox,300 mg,Tablet,50,496
ocuflox,400 mg,Tablet,20,278
ocuflox,400 mg,Tablet,30,417
ocuflox,400 mg,Tablet,60,834
norpramin,10 mg,Tablet,30,38
norpramin,10 mg,Tablet,60,76
norpramin,10 mg,Tablet,90,113
norpramin,10 mg,Tablet,120,151
norpramin,10 mg,Tablet,180,226
norpramin,25 mg,Tablet,30,33
norpramin,25 mg,Tablet,60,65
norpramin,25 mg,Tablet,90,97
norpramin,25 mg,Tablet,120,129
norpramin,25 mg,Tablet,180,193
norpramin,50 mg,Tablet,30,50
norpramin,50 mg,Tablet,60,99
norpramin,50 mg,Tablet,90,148
norpramin,50 mg,Tablet,180,296
norpramin,50 mg,Tablet,270,444
norpramin,75 mg,Tablet,30,76
norpramin,75 mg,Tablet,60,152
norpramin,75 mg,Tablet,90,228
norpramin,75 mg,Tablet,120,304
norpramin,75 mg,Tablet,180,456
norpramin,100 mg,Tablet,30,106
norpramin,100 mg,Tablet,60,211
norpramin,100 mg,Tablet,90,317
norpramin,100 mg,Tablet,120,422
norpramin,100 mg,Tablet,180,633
norpramin,150 mg,Tablet,30,159
norpramin,150 mg,Tablet,40,211
norpramin,150 mg,Tablet,60,317
norpramin,150 mg,Tablet,90,475
norpramin,150 mg,Tablet,120,633
normodyne,100 mg,Tablet,30,6
normodyne,100 mg,Tablet,60,11
normodyne,100 mg,Tablet,90,16
normodyne,100 mg,Tablet,120,21
normodyne,100 mg,Tablet,180,32
normodyne,200 mg,Tablet,30,8
normodyne,200 mg,Tablet,60,15
normodyne,200 mg,Tablet,90,22
normodyne,200 mg,Tablet,120,29
normodyne,200 mg,Tablet,180,44
normodyne,300 mg,Tablet,30,11
normodyne,300 mg,Tablet,60,22
normodyne,300 mg,Tablet,90,33
normodyne,300 mg,Tablet,120,44
normodyne,300 mg,Tablet,180,65
nolvadex,10 mg,Tablet,30,9
nolvadex,10 mg,Tablet,60,18
nolvadex,10 mg,Tablet,90,26
nolvadex,10 mg,Tablet,120,35
nolvadex,10 mg,Tablet,180,52
nolvadex,20 mg,Tablet,30,18
nolvadex,20 mg,Tablet,60,36
nolvadex,20 mg,Tablet,90,54
nizoral,2%/15 gm,Cream,1,21
nizoral,2%/15 gm,Cream,3,63
nizoral,2%/30 gm,Cream,1,36
nizoral,2%/30 gm,Cream,3,107
nizoral,2%/60 gm,Cream,1,35
nizoral,2%/60 gm,Cream,3,104
nizoral,2%/50 ml,Foam,1,387
nizoral,2%/50 ml,Foam,3,1161
nizoral,2%/100 ml,Foam,1,512
nizoral,2%/100 ml,Foam,3,1536
nizoral,2%/120 ml,Shampoo,1,9
nizoral,2%/120 ml,Shampoo,3,26
nizoral,200 mg,Tablet,30,42
nizoral,200 mg,Tablet,60,83
nizoral,200 mg,Tablet,100,138
nitrolingual,400 mcg/spray/4.9 gm,Lingual Aerosol,1,156
nitrolingual,400 mcg/spray/4.9 gm,Lingual Aerosol,3,468
nitrolingual,400 mcg/spray/12 gm,Lingual Aerosol,1,156
nitrolingual,400 mcg/spray/12 gm,Lingual Aerosol,3,466
niaspan,500 mg,Tablet Er,30,18
niaspan,500 mg,Tablet Er,60,35
niaspan,500 mg,Tablet Er,90,52
niaspan,500 mg,Tablet Er,180,104
niaspan,750 mg,Tablet Er,30,44
niaspan,750 mg,Tablet Er,60,88
niaspan,750 mg,Tablet Er,90,131
niaspan,750 mg,Tablet Er,180,262
niaspan,1000 mg,Tablet Er,30,29
niaspan,1000 mg,Tablet Er,60,58
niaspan,1000 mg,Tablet Er,90,87
niaspan,1000 mg,Tablet Er,180,174
neurontin,100 mg,Capsule,30,4
neurontin,100 mg,Capsule,60,7
neurontin,100 mg,Capsule,90,9
neurontin,100 mg,Capsule,120,12
neurontin,100 mg,Capsule,180,18
neurontin,100 mg,Capsule,500,50
neurontin,300 mg,Capsule,30,4
neurontin,300 mg,Capsule,60,7
neurontin,300 mg,Capsule,90,9
neurontin,300 mg,Capsule,120,12
neurontin,300 mg,Capsule,180,18
neurontin,300 mg,Capsule,270,26
neurontin,300 mg,Capsule,500,50
neurontin,400 mg,Capsule,30,4
neurontin,400 mg,Capsule,60,7
neurontin,400 mg,Capsule,90,9
neurontin,400 mg,Capsule,120,12
neurontin,400 mg,Capsule,180,18
neurontin,400 mg,Capsule,500,50
neurontin,600 mg,Tablet,30,4
neurontin,600 mg,Tablet,60,7
neurontin,600 mg,Tablet,90,9
neurontin,600 mg,Tablet,120,12
neurontin,600 mg,Tablet,180,18
neurontin,600 mg,Tablet,500,50
neurontin,800 mg,Tablet,30,4
neurontin,800 mg,Tablet,60,7
neurontin,800 mg,Tablet,90,9
neurontin,800 mg,Tablet,120,12
neurontin,800 mg,Tablet,180,18
neurontin,800 mg,Tablet,270,27
nasonex,50 mcg/17 gm,Nasal Spray,1,62
nasonex,50 mcg/17 gm,Nasal Spray,3,184
naprosyn,250 mg,Tablet,30,4
naprosyn,250 mg,Tablet,60,7
naprosyn,250 mg,Tablet,100,10
naprosyn,275 mg,Tablet,30,37
naprosyn,275 mg,Tablet,60,74
naprosyn,275 mg,Tablet,100,124
naprosyn,375 mg,Tablet,30,4
naprosyn,375 mg,Tablet,60,7
naprosyn,375 mg,Tablet,90,9
naprosyn,375 mg,Tablet,180,18
naprosyn,500 mg,Tablet,30,4
naprosyn,500 mg,Tablet,60,7
naprosyn,500 mg,Tablet,90,9
naprosyn,500 mg,Tablet,180,18
naprosyn,550 mg,Tablet,30,25
naprosyn,550 mg,Tablet,60,49
naprosyn,550 mg,Tablet,100,82
myfortic,180 mg,Tablet,30,41
myfortic,180 mg,Tablet,60,81
myfortic,180 mg,Tablet,90,122
myfortic,180 mg,Tablet,120,162
myfortic,180 mg,Tablet,180,312
myfortic,180 mg,Tablet,240,523
myfortic,360 mg,Tablet,30,128
myfortic,360 mg,Tablet,60,256
myfortic,360 mg,Tablet,90,384
myfortic,360 mg,Tablet,120,512
myfortic,360 mg,Tablet,180,768
myfortic,360 mg,Tablet,360,1536
