default_quantity,dosage,drug_id,form_name,slug
12.0,650mg,7793,suppository,acetaminophen
30.0,325mg,7790,tablet,acetaminophen
1.0,473ml-of-160mg-5ml,43277,bottle-of-oral-solution,acetaminophen
12.0,120mg,37915,suppository,acetaminophen
2.0,5ml-of-50mg-ml,43887,syringe,faslodex
1.0,15ml-of-0.1%25,36422,eye-dropper,naphazoline
20.0,800mg-160mg,12558,tablet,septra
30.0,400mg-80mg,30232,tablet,septra
200.0,200mg-40mg-5ml,32683,oral-suspension,septra
30,0.1mg,23758,tablet,reserpine
24.0,100mg,37930,chewable-tablet,advil-junior-strength
1.0,7.5ml-of-1%25,35624,eye-dropper,trifluridine
1.0,60g-of-0.05%25,34645,tube-of-cream,lidex-e
1.0,30g-of-0.05%25,34646,tube-of-cream,lidex-e
1.0,15g-of-0.05%25,34647,tube-of-cream,lidex-e
600.0,667mg,31512,tablet,phoslo
180.0,667mg,6750,capsule,phoslo
90.0,667mg,33931,tablet,phoslo
30.0,5mg,31390,tablet,dexedrine
60.0,10mg,31391,tablet,dexedrine
150.0,5mg-5ml,38852,oral-solution,dexedrine
30.0,100mg,30028,capsule,meclofenamate
30.0,50mg,30029,capsule,meclofenamate
1.0,454g,35745,can-of-powder,kayexalate
240.0,15g-60ml,36719,oral-suspension,kayexalate
1.0,454g,40941,can-of-powder,kayexalate
120.0,15g-60ml,33701,oral-suspension,kayexalate
1.0,28-tablets,7191,package,caziant
1.0,28-tablets,31169,package,caziant
1,28-tablets,34122,package,caziant
30.0,400mg,40407,tablet,magnesium-oxide
1.0,6-tablets-of-600mg,43208,dose-pack,praziquantel
30.0,50mg,43,capsule,vibramycin
20.0,100mg,44,capsule,vibramycin
1.0,55g-of-1%25,39336,gel-pump,metrogel
1.0,60g-of-1%25,39335,tube-of-gel,metrogel
1.0,45g-of-0.75%25,34693,tube-of-gel,metrogel
30.0,25mg,20912,tablet,amoxapine
30.0,150mg,20911,tablet,amoxapine
30.0,100mg,20910,tablet,amoxapine
60.0,50mg,20913,tablet,amoxapine
100.0,200mg,37924,capsule,advil
100.0,200mg,6769,tablet,advil
420.0,1g-10ml,43407,oral-suspension,sucralfate
120.0,1g,8040,tablet,sucralfate
30.0,25mg,29922,tablet,aromasin
2.0,250g-of-3g,42398,bottle-of-powder,buphenyl
250.0,500mg,42186,tablet,buphenyl
1.0,125mg-and-80mg,42618,tri-pak,emend
2.0,80mg,42616,capsule,emend
1.0,40mg,42615,capsule,emend
1.0,125mg,42617,capsule,emend
30.0,5mg,42544,tablet,olmesartan
90.0,40mg,42546,tablet,olmesartan
90.0,20mg,42545,tablet,olmesartan
30.0,300mg,27523,tablet,budeprion-xl
30.0,150mg,27522,tablet,budeprion-xl
150.0,625mg-5ml,40847,oral-suspension,megace-es
30.0,2mg,7767,tablet,dilaudid
120.0,4mg,7766,tablet,dilaudid
120.0,8mg,7798,tablet,dilaudid
30.0,5mg-5ml,34371,oral-solution,dilaudid
12.0,3mg,41538,suppository,dilaudid
24.0,100mg,37930,chewable-tablet,ibuprofen-junior-strength
6.0,5ml-of-10000-units-ml,31764,vial,heparin-sodium
15.0,4ml-of-10000-units-ml,34387,vial,heparin-sodium
4,30ml-of-30000-units-ml,43153,vial,heparin-sodium
3,30ml-of-1000-units-ml,34384,vial,heparin-sodium
1,2ml-of-1000-units-ml,34388,vial,heparin-sodium
60.0,1ml-of-5000-units-ml,8243,vial,heparin-sodium
24.0,1ml-of-20000-units-ml,36148,vial,heparin-sodium
25.0,1ml-of-10000-units-ml,31763,vial,heparin-sodium
25,1ml-of-1000-units-ml,34385,vial,heparin-sodium
6.0,10ml-of-5000-units-ml,34386,vial,heparin-sodium
2.0,10ml-of-10000-units-ml,43154,vial,heparin-sodium
60.0,10ml-of-1000-units-ml,31762,vial,heparin-sodium
8.0,0.5ml-of-5000-units-ml,42432,vial,heparin-sodium
60.0,1ml-of-5000-units-ml,43329,syringe,heparin-sodium
30.0,5mg-325mg,40545,tablet,lorcet
60.0,7.5mg-325mg,40547,tablet,lorcet
300.0,7.5mg-325mg-15ml,36857,oral-solution,lorcet
90.0,10mg-300mg,37793,tablet,lorcet
120.0,10mg-325mg,4742,tablet,lorcet
30.0,5mg-300mg,37791,tablet,lorcet
12.0,5mg-325mg,6743,tablet,lorcet
90.0,7.5mg-300mg,37792,tablet,lorcet
90.0,7.5mg-325mg,29968,tablet,lorcet
120.0,10mg-325mg,40546,tablet,lorcet
90.0,5mcg,30010,tablet,liothyronine
30.0,25mcg,30008,tablet,liothyronine
30.0,50mcg,30009,tablet,liothyronine
90.0,10mg,30820,tablet,uroxatral
30.0,0.25mcg,4126,capsule,rocaltrol
30.0,0.5mcg,4127,capsule,rocaltrol
1.0,15ml-of-1mcg-ml,6927,dropper,rocaltrol
30.0,151mg-1mg,32132,tablet,chromagen-forte
30.0,20mg-12.5mg,42549,tablet,benicar-hct
30.0,40mg-12.5mg,42550,tablet,benicar-hct
30.0,40mg-25mg,42551,tablet,benicar-hct
1.0,7-applicators-of-2%25,38974,kit,miconazole-7
60.0,7.5mg-325mg,40547,tablet,lortab
300.0,7.5mg-325mg-15ml,36857,oral-solution,lortab
90.0,10mg-300mg,37793,tablet,lortab
120.0,10mg-325mg,4742,tablet,lortab
30.0,5mg-300mg,37791,tablet,lortab
12.0,5mg-325mg,6743,tablet,lortab
90.0,7.5mg-300mg,37792,tablet,lortab
90.0,7.5mg-325mg,29968,tablet,lortab
120.0,10mg-325mg,40546,tablet,lortab
30.0,5mg-325mg,40545,tablet,lortab
30.0,200mg,31883,capsule,ketoprofen-er
1.0,1-tablet-of-150mg,39456,dose-pack,boniva
1.0,3-tablets-of-150mg,39457,dose-pack,boniva
8.0,10mcg,42903,insert,vagifem
8,10mcg,42535,tablet,vagifem
90.0,10mg-12.5mg,13523,tablet,prinzide
90.0,20mg-12.5mg,13521,tablet,prinzide
90.0,400mg,30215,capsule,tolmetin
90.0,600mg,30216,tablet,tolmetin
20.0,200mg,30214,tablet,tolmetin
60.0,750mg,766,tablet,metformin-er-glucophage-xr
120.0,500mg,41391,tablet,metformin-er-glucophage-xr
30.0,150mg-12.5mg,34101,tablet,avalide
30.0,300mg-12.5mg,34102,tablet,avalide
30.0,10mg,29821,tablet,zebeta
90.0,5mg,29822,tablet,zebeta
60.0,500mg,5116,tablet,nabumetone
60.0,750mg,5117,tablet,nabumetone
1.0,5ml-of-0.15%25,35442,eye-dropper,alphagan-p
1.0,10ml-of-0.15%25,35444,eye-dropper,alphagan-p
1.0,15ml-of-0.15%25,35443,eye-dropper,alphagan-p
120.0,125mg-5ml,36680,oral-suspension,griseofulvin-microsize
30.0,500mg,37605,tablet,griseofulvin-microsize
30.0,500mg-25mg,37876,tablet,tylenol-pm
1.0,6-days-of-1.5mg,43767,dose-pack,dexpak
1.0,13-days-of-1.5mg,43769,dose-pack,dexpak
1.0,10-days-of-1.5mg,43768,dose-pack,dexpak
1.0,6-days-of-1.5mg,39522,dose-pack,dexpak
1.0,13-days-of-1.5mg,39524,dose-pack,dexpak
1.0,10-days-of-1.5mg,39523,dose-pack,dexpak
180.0,125mg,22149,capsule,eulexin
90.0,100mg,7554,tablet,clozaril
84,25mg,41944,orally-disintegrating-tab,clozaril
28,200mg,41947,orally-disintegrating-tab,clozaril
14,150mg,41946,orally-disintegrating-tab,clozaril
30,12.5mg,42425,orally-disintegrating-tab,clozaril
60.0,100mg,41945,orally-disintegrating-tab,clozaril
28.0,50mg,7551,tablet,clozaril
30.0,25mg,7552,tablet,clozaril
60.0,200mg,7553,tablet,clozaril
30.0,10mg,41539,capsule,testred
30.0,2.5mg,8335,tablet,fluphenazine
30.0,5mg,8334,tablet,fluphenazine
1,10ml-of-2.5mg-ml,37785,vial,fluphenazine
1.0,5ml-of-25mg-ml,7796,vial,fluphenazine
1,120ml-of-5mg-ml,33765,dropper,fluphenazine
2,60ml-of-2.5mg-5ml,33764,dropper,fluphenazine
473,2.5mg-5ml,35797,elixir,fluphenazine
60.0,10mg,7946,tablet,fluphenazine
30.0,1mg,248,tablet,fluphenazine
30.0,10mg,42561,tablet,androxy
1.0,15ml-of-10%25,35601,eye-dropper,sulfacetamide
1.0,3.5g-of-10%25,35287,tube-of-ointment,sulfacetamide
1.0,355ml-of-10%25,41148,bottle-of-gel,sulfacetamide
1.0,118ml-of-10%25,35289,bottle-of-lotion,sulfacetamide
1,273ml-of-10%25,42743,bottle-of-shampoo,sulfacetamide
1.0,180ml-of-10%25,41159,bottle-of-wash,sulfacetamide
1.0,355ml-of-10%25,41161,bottle-of-wash,sulfacetamide
1.0,480ml-of-10%25,41160,bottle-of-wash,sulfacetamide
60.0,3mg-35mg-2mg,41168,tablet,foltanx
30.0,3mg-35mg-2mg,41278,capsule,foltanx
90.0,10mg,692,tablet,fosinopril
90.0,40mg,694,tablet,fosinopril
90.0,20mg,693,tablet,fosinopril
84.0,125mg,37606,tablet,griseofulvin-ultramicrosize
30.0,250mg,37607,tablet,griseofulvin-ultramicrosize
120.0,6.25mg-10mg-5ml,28973,syrup,phenergan-with-codeine
1.0,15g-of-0.05%25,34611,tube-of-cream,diflorasone
1.0,60g-of-0.05%25,34616,tube-of-ointment,diflorasone
1.0,30g-of-0.05%25,34615,tube-of-ointment,diflorasone
1.0,15g-of-0.05%25,34614,tube-of-ointment,diflorasone
1.0,60g-of-0.05%25,34613,tube-of-cream,diflorasone
1.0,30g-of-0.05%25,34612,tube-of-cream,diflorasone
30.0,200mg,5627,capsule,verelan-pm
30.0,300mg,7512,capsule,verelan-pm
30.0,100mg,29471,capsule,verelan-pm
1.0,60ml-of-8000iu,43620,bottle-of-oral-solution,ergocalciferol
12.0,1.25mg-of-50000iu,37549,capsule,ergocalciferol
12.0,1.25mg-of-50000iu,30259,capsule,ergocalciferol
90.0,145mg,36482,tablet,tricor
90.0,48mg,36483,tablet,tricor
1.0,45g-of-0.4%25,35028,tube-of-cream,terazol-7
1.0,3-suppositories,43172,dose-pack,hylafem
30.0,0.25mg,41495,chewable-tablet,quflora
1.0,50ml-of-0.5mg-ml,41494,dropper,quflora
1.0,50ml-of-0.25mg-ml,41493,dropper,quflora
30.0,1mg,41497,chewable-tablet,quflora
30.0,0.5mg,41496,chewable-tablet,quflora
60.0,2mg,265,tablet,tremin
90.0,5mg,5581,tablet,tremin
225.0,2mg-5ml,8600,oral-solution,tremin
20.0,100mg,44,capsule,morgidox
30.0,75mg,42853,tablet,morgidox
30.0,50mg,43410,tablet,morgidox
60.0,20mg,6789,tablet,morgidox
30.0,50mg,43,capsule,morgidox
30.0,150mg,42854,tablet,morgidox
20.0,100mg,45,tablet,morgidox
1.0,60ml-of-1%25,34520,bottle-of-lotion,cleocin-t
1.0,60g-of-1%25,34519,tube-of-gel,cleocin-t
1.0,30g-of-1%25,34518,tube-of-gel,cleocin-t
1.0,60-pledgets-of-1%25,37130,carton,cleocin-t
1.0,60ml-of-1%25,35029,bottle-of-topical-solution,cleocin-t
1.0,30ml-of-1%25,35031,bottle-of-topical-solution,cleocin-t
6.0,0.2mg,30041,tablet,methergine
1.0,400mg,42015,capsule,ceftibuten
1.0,60ml-of-180mg-5ml,42014,bottle-of-oral-suspension,ceftibuten
1.0,60-packets-of-9g,37081,carton,questran
1.0,378g-of-4g-dose,35713,can-of-powder,questran
60,9g-of-4g-dose,31197,packet,questran
1.0,28-tablets,27438,package,mircette
1.0,28-tablets,37786,package,mircette
1.0,28-tablets,38665,package,mircette
3.0,28-tablets,41305,package,mircette
1.0,28-tablets,28331,package,mircette
1.0,28-tablets,41854,package,mircette
30.0,50mg-325mg-40mg,33900,capsule,zebutal
30.0,50mg-300mg-40mg,39392,capsule,zebutal
30.0,1mg,149,tablet,bumetanide
30.0,2mg,678,tablet,bumetanide
30.0,0.5mg,148,tablet,bumetanide
1.0,28-tablets,37632,package,trinessa
1.0,28-tablets,37631,package,trinessa
1.0,28-tablets,1467,package,trinessa
1.0,28-tablets,1465,package,trinessa
1.0,28-tablets,1466,package,trinessa
1.0,28-tablets,33742,package,trinessa
36.0,10mg,37970,tablet,sudafed-pe
1.0,4-liter,35738,bottle-of-powder,golytely
1.0,20ml-of-0.01%25,35369,ear-dropper,dermotic
9.0,10mg,37337,tablet,maxalt
9.0,5mg,37338,tablet,maxalt
30.0,200mg,30219,tablet,conzip
30.0,300mg,33613,tablet,conzip
30.0,100mg,41816,capsule,conzip
30,150mg,41819,capsule,conzip
30.0,200mg,41817,capsule,conzip
30.0,300mg,41818,capsule,conzip
30.0,100mg,30218,tablet,conzip
1.0,100g-of-0.05%25,34541,can-of-foam,olux
1.0,50g-of-0.05%25,34542,can-of-foam,olux
90.0,20mg,8401,capsule,nifedipine
90.0,10mg,8408,capsule,nifedipine
60.0,75mg,5623,tablet,venlafaxine
60.0,50mg,5622,tablet,venlafaxine
30.0,37.5mg,5621,tablet,venlafaxine
30.0,25mg,30238,tablet,venlafaxine
60.0,100mg,5619,tablet,venlafaxine
60.0,1mg,41516,tablet,orap
60.0,2mg,41517,tablet,orap
56.0,150mg,36113,vial,coly-mycin-m
60.0,0.1mg,158,tablet,catapres
90.0,0.3mg,681,tablet,catapres
60.0,0.2mg,159,tablet,catapres
1.0,28-tablets-of-0.1mg-0.02mg,6923,package,sronyx
1.0,28-tablets-of-0.1mg-0.02mg,7520,package,sronyx
60.0,4mg,43684,tablet,chlorpheniramine
30.0,8mg,37855,tablet,atacand
30.0,4mg,37854,tablet,atacand
30.0,16mg,37856,tablet,atacand
30.0,32mg,37857,tablet,atacand
1.0,60ml-of-1%25,35029,bottle-of-topical-solution,clindamycin
1.0,30g-of-1%25,34518,tube-of-gel,clindamycin
1.0,40g-of-2%25,34429,tube-of-cream,clindamycin
1.0,60-pledgets-of-1%25,37130,carton,clindamycin
28.0,75mg,36463,capsule,clindamycin
30.0,300mg,4248,capsule,clindamycin
28.0,150mg,4247,capsule,clindamycin
1.0,50g-of-1%25,35023,can-of-foam,clindamycin
1.0,100g-of-1%25,35022,can-of-foam,clindamycin
1.0,30ml-of-1%25,35031,bottle-of-topical-solution,clindamycin
3.0,100ml-of-75mg-5ml,36645,bottle-of-oral-solution,clindamycin
1.0,60ml-of-1%25,34520,bottle-of-lotion,clindamycin
1.0,75ml-of-1%25,43662,bottle-of-gel,clindamycin
1.0,6ml-of-150mg-ml,33444,vial,clindamycin
14,4ml-of-150mg-ml,31254,vial,clindamycin
1.0,60g-of-1%25,34519,tube-of-gel,clindamycin
7.0,1g,43848,vial,ertapenem
1.0,10-vials-of-1g,43849,carton,ertapenem
90.0,100mg,29919,tablet,myambutol
60.0,400mg,29920,tablet,myambutol
3.0,28-tablets-of-1mg-20mcg,42017,package,lomedia-24-fe
3.0,28-tablets-of-1mg-20mcg,39406,package,lomedia-24-fe
1.0,28-tablets-of-1mg-20mcg,41024,package,lomedia-24-fe
1.0,28-tablets-of-1mg-20mcg,40719,package,lomedia-24-fe
1.0,28-tablets-of-1mg-20mcg,41935,package,lomedia-24-fe
3.0,28-tablets-of-1mg-20mcg,43890,package,lomedia-24-fe
1.0,60g-of-10mg-per-actuation,40402,gel-pump,fortesta
1.0,8.6g-of-32mcg,40004,nasal-spray,rhinocort-aqua
120.0,250mg,5613,capsule,depakene
300.0,250mg-5ml,7354,oral-solution,depakene
1.0,28-tablets,27974,package,trivora
1.0,28-tablets,37397,package,trivora
1.0,28-tablets,37398,package,trivora
1.0,28-tablets,29409,package,trivora
1.0,15ml-of-2%25,35353,ear-dropper,vosol
1.0,60ml-of-2%25,35354,ear-dropper,vosol
90.0,0.5mg,41475,capsule,avodart
3.0,28-tablets-of-0.1mg-0.02mg,38936,package,alesse
1.0,28-tablets-of-0.1mg-0.02mg,8714,package,alesse
1.0,28-tablets-of-0.1mg-0.02mg,42331,package,alesse
1.0,28-tablets-of-0.1mg-0.02mg,37133,package,alesse
1.0,28-tablets-of-0.1mg-0.02mg,7075,package,alesse
1.0,28-tablets-of-0.1mg-0.02mg,37134,package,alesse
1.0,28-tablets,36444,package,cyclafem-7-7-7
1.0,28-tablets,38241,package,cyclafem-7-7-7
1.0,28-tablets,32237,package,cyclafem-7-7-7
1.0,28-tablets,30086,package,cyclafem-7-7-7
1.0,28-tablets,37683,package,cyclafem-7-7-7
1.0,28-tablets,34337,package,cyclafem-7-7-7
1.0,28-tablets,32811,package,tri-legest-fe
60.0,50mg-325mg-40mg-30mg,33939,capsule,butalbital-acetaminophen-caffeine-codeine
30.0,50mg-300mg-40mg-30mg,39393,capsule,butalbital-acetaminophen-caffeine-codeine
90.0,200mg,3833,capsule,sectral
90.0,400mg,3834,capsule,sectral
30.0,600mg,43471,tablet,efavirenz
30.0,600mg,43118,capsule,efavirenz
180.0,50mg,43080,capsule,efavirenz
90.0,200mg,43082,capsule,efavirenz
30.0,10meq,7227,tablet,klor-con-m
30.0,8meq,7228,tablet,klor-con-m
30.0,20meq,28899,tablet,klor-con-m
90.0,100mg,12767,tablet,hydralazine
90.0,10mg,179,tablet,hydralazine
90.0,25mg,180,tablet,hydralazine
90.0,50mg,12768,tablet,hydralazine
21.0,50mg-325mg-40mg,40356,capsule,capacet
1.0,28-tablets-of-1mg-50mcg,7347,package,kelnor
1.0,28-tablets-of-1mg-35mcg,7348,package,kelnor
1.0,28-tablets-of-1mg-50mcg,43388,package,kelnor
1.0,28-tablets-of-1mg-35mcg,22517,package,kelnor
30.0,0.5mg,5092,tablet,mirapex
30.0,0.25mg,5090,tablet,mirapex
30.0,0.125mg,5088,tablet,mirapex
90.0,1mg,5094,tablet,mirapex
90.0,1.5mg,5096,tablet,mirapex
90.0,0.75mg,30147,tablet,mirapex
24.0,3ml-of-0.63mg-3ml,36447,vial,xopenex
25.0,3ml-of-1.25mg-3ml,36448,vial,xopenex
60.0,0.5ml-of-1.25mg-0.5ml,35134,vial,xopenex
24.0,3ml-of-0.31mg-3ml,36446,vial,xopenex
1.0,28-tablets-of-3mg-0.02mg,43888,package,drospirenone-ethinyl-estradiol
1.0,28-tablets-of-3mg-0.02mg,43889,package,drospirenone-ethinyl-estradiol
1.0,28-tablets-of-3mg-0.02mg,33598,package,drospirenone-ethinyl-estradiol
1.0,28-tablets-of-3mg-0.02mg,40323,package,drospirenone-ethinyl-estradiol
1.0,28-tablets-of-3mg-0.03mg,1425,package,drospirenone-ethinyl-estradiol
1.0,28-tablets-of-3mg-0.03mg,33940,package,drospirenone-ethinyl-estradiol
1.0,28-tablets-of-3mg-0.02mg,38914,package,drospirenone-ethinyl-estradiol
1.0,28-tablets-of-3mg-0.03mg,8571,package,drospirenone-ethinyl-estradiol
3.0,28-tablets-of-3mg-0.03mg,44142,package,drospirenone-ethinyl-estradiol
1.0,28-tablets-of-3mg-0.02mg,41976,package,drospirenone-ethinyl-estradiol
1.0,28-tablets-of-3mg-0.03mg,40403,package,drospirenone-ethinyl-estradiol
1.0,28-tablets-of-3mg-0.02mg,1369,package,drospirenone-ethinyl-estradiol
30.0,25mg,8523,capsule,benadryl
30.0,25mg,33850,tablet,benadryl
30.0,50mg,1121,capsule,benadryl
20.0,550mg,28615,tablet,anaprox-ds
1.0,28-tablets-of-3mg-0.02mg,41976,package,yaz
1.0,28-tablets-of-3mg-0.02mg,38914,package,yaz
1.0,28-tablets-of-3mg-0.02mg,40323,package,yaz
1.0,28-tablets-of-3mg-0.02mg,33598,package,yaz
1.0,28-tablets-of-3mg-0.02mg,1369,package,yaz
1.0,28-tablets-of-3mg-0.02mg,43889,package,yaz
1.0,28-tablets-of-3mg-0.02mg,43888,package,yaz
2.0,2-cartridges-of-4mg,33577,refill,sumatriptan-statdose
1.0,pen-and-2-cartridges-of-6mg,33574,kit,sumatriptan-statdose
1.0,pen-and-2-cartridges-of-4mg,33575,kit,sumatriptan-statdose
1.0,2-cartridges-of-6mg,33576,refill,sumatriptan-statdose
60.0,250mg,53,capsule,tetracycline
56.0,500mg,54,capsule,tetracycline
1.0,4-liter,35723,bottle-of-powder,gavilyte-c
90.0,60mg,7197,tablet,starlix
90.0,120mg,5129,tablet,starlix
60.0,2mg,4286,tablet,klonopin
30.0,1mg,31272,orally-disintegrating-tab,klonopin
30.0,2mg,31273,orally-disintegrating-tab,klonopin
60.0,0.5mg,4285,tablet,klonopin
60.0,1mg,1389,tablet,klonopin
60.0,0.125mg,27718,orally-disintegrating-tab,klonopin
30.0,0.25mg,7649,orally-disintegrating-tab,klonopin
60.0,0.5mg,31271,orally-disintegrating-tab,klonopin
60.0,200mg,43070,capsule,reyataz
60.0,150mg,43069,capsule,reyataz
30.0,300mg,43071,capsule,reyataz
30.0,50mg-325mg,31098,tablet,marten
60.0,40mg,36461,capsule,myorisan
30.0,10mg,37711,capsule,myorisan
30.0,20mg,37712,capsule,myorisan
60.0,30mg,41878,capsule,myorisan
30.0,40mg,37713,capsule,myorisan
20.0,10mg,33956,capsule,myorisan
30.0,20mg,33957,capsule,myorisan
60.0,40mg,6955,capsule,myorisan
30.0,10mg,36135,capsule,myorisan
30.0,20mg,8007,capsule,myorisan
60.0,30mg,36136,capsule,myorisan
60.0,40mg,8008,capsule,myorisan
30.0,10mg,36459,capsule,myorisan
30.0,20mg,36460,capsule,myorisan
60.0,30mg,41394,capsule,myorisan
30.0,100mg,43212,tablet,norvir
30.0,30mg,37183,capsule,metadate-cd
30.0,20mg,37182,capsule,metadate-cd
30.0,10mg,37179,capsule,metadate-cd
30.0,60mg,37181,capsule,metadate-cd
30.0,50mg,37180,capsule,metadate-cd
30.0,40mg,37184,capsule,metadate-cd
30.0,20mg,37275,tablet,revatio
1,112ml-of-10mg-ml,44024,bottle-of-oral-suspension,revatio
90.0,50mg-5ml,36421,oral-suspension,viramune
60.0,200mg,36420,tablet,viramune
1.0,21-tablets,7731,package,loestrin-1-20
21.0,21-tablets,39439,package,loestrin-1-20
1.0,21-tablets,6967,package,loestrin-1-20
60.0,50mg,33454,capsule,zonisamide
120.0,100mg,29638,capsule,zonisamide
60.0,25mg,33335,capsule,zonisamide
90.0,300mg,55,tablet,lopurin
90.0,100mg,11,tablet,lopurin
60.0,50mg,651,tablet,cataflam
30.0,32mg,39982,tablet,hydromorphone-er
30.0,16mg,38958,tablet,hydromorphone-er
30.0,12mg,38956,tablet,hydromorphone-er
30.0,8mg,38957,tablet,hydromorphone-er
30.0,250mg,33020,tablet,depakote-er
60.0,500mg,1456,tablet,depakote-er
1.0,3.5g,43401,tube-of-ointment,neo-polycin-hc
1.0,15g-of-0.1%25,34485,tube-of-cream,beta-val
1.0,60ml-of-0.1%25,34488,bottle-of-lotion,beta-val
1.0,45g-of-0.1%25,34484,tube-of-cream,beta-val
1.0,28-tablets,34337,package,alyacen-7-7-7
1.0,28-tablets,37683,package,alyacen-7-7-7
1.0,28-tablets,30086,package,alyacen-7-7-7
1.0,28-tablets,32237,package,alyacen-7-7-7
1.0,28-tablets,38241,package,alyacen-7-7-7
1.0,28-tablets,36444,package,alyacen-7-7-7
30.0,5mg-20mg,42552,tablet,azor
30.0,10mg-40mg,42555,tablet,azor
30.0,10mg-20mg,42554,tablet,azor
30.0,5mg-40mg,42553,tablet,azor
90.0,330mg,7149,tablet,carnitor
300.0,1g-10ml,31926,oral-solution,carnitor
1.0,15g-of-0.1%25,34719,tube-of-ointment,garamycin
1.0,3.5g-of-0.3%25,34721,tube-of-ointment,garamycin
1.0,30g-of-0.1%25,34720,tube-of-ointment,garamycin
1.0,5ml-of-0.3%25,35507,eye-dropper,garamycin
1.0,3.5g-of-0.3%25,35509,tube-of-ointment,garamycin
1,15ml-of-0.3%25,35511,eye-dropper,garamycin
1.0,5ml-of-0.3%25,35510,eye-dropper,garamycin
1.0,15g-of-0.1%25,34716,tube-of-cream,garamycin
1.0,30g-of-0.1%25,34717,tube-of-cream,garamycin
1.0,50g-of-1%25-5%25,42233,gel-pump,duac
1.0,45g-of-1.2%25-5%25,36205,tube-of-gel,duac
1.0,35g-of-1%25-5%25,42411,gel-pump,duac
1.0,60ml-of-2.5mg-0.025mg-5ml,39831,bottle-of-oral-solution,lomotil
30.0,2.5mg-0.025mg,27905,tablet,lomotil
1.0,200ml-of-600mg-42.9mg-5ml,36572,bottle-of-oral-suspension,augmentin
1.0,50ml-of-200mg-28.5mg-5ml,36565,bottle-of-oral-suspension,augmentin
1.0,100ml-of-200mg-28.5mg-5ml,36564,bottle-of-oral-suspension,augmentin
1.0,100ml-of-250mg-62.5mg-5ml,36562,bottle-of-oral-suspension,augmentin
1.0,100ml-of-400mg-57mg-5ml,36567,bottle-of-oral-suspension,augmentin
1.0,125ml-of-600mg-42.9mg-5ml,36571,bottle-of-oral-suspension,augmentin
1.0,150ml-of-250mg-62.5mg-5ml,36563,bottle-of-oral-suspension,augmentin
2.0,50ml-of-400mg-57mg-5ml,36568,bottle-of-oral-suspension,augmentin
1.0,75ml-of-200mg-28.5mg-5ml,36566,bottle-of-oral-suspension,augmentin
1.0,75ml-of-250mg-62.5mg-5ml,36561,bottle-of-oral-suspension,augmentin
2.0,75ml-of-400mg-57mg-5ml,36569,bottle-of-oral-suspension,augmentin
1.0,75ml-of-600mg-42.9mg-5ml,36573,bottle-of-oral-suspension,augmentin
56.0,200mg-28.5mg,27332,chewable-tablet,augmentin
20.0,400mg-57mg,27333,chewable-tablet,augmentin
28.0,250mg-125mg,27329,tablet,augmentin
20.0,500mg-125mg,20921,tablet,augmentin
20.0,875mg-125mg,20922,tablet,augmentin
30.0,4.5mg,41331,tablet,mirapex-er
30.0,0.375mg,41321,tablet,mirapex-er
30.0,0.75mg,41322,tablet,mirapex-er
30.0,1.5mg,41323,tablet,mirapex-er
30.0,2.25mg,42395,tablet,mirapex-er
30.0,3.75mg,42619,tablet,mirapex-er
30.0,3mg,41330,tablet,mirapex-er
30.0,400mg,34088,tablet,seroquel
30.0,50mg,34090,tablet,seroquel
30.0,300mg,34093,tablet,seroquel
30.0,25mg,34089,tablet,seroquel
30.0,200mg,34092,tablet,seroquel
30.0,100mg,34091,tablet,seroquel
90.0,20mg-12.5mg,13521,tablet,zestoretic
90.0,10mg-12.5mg,13523,tablet,zestoretic
90.0,20mg-25mg,13522,tablet,zestoretic
30.0,5g-of-50mg,40142,packet,testim
2.0,88g-of-12.5mg-per-actuation,40144,gel-pump,testim
30.0,5g-of-50mg,40143,tube-of-gel,testim
60.0,0.5mg,27348,capsule,agrylin
60.0,1mg,27349,capsule,agrylin
1.0,177ml-of-6%25,34998,bottle-of-shampoo,salex
1.0,10ml-of-28.5%25,42528,applicator,salex
84.0,200mg,29086,tablet,copegus
1.0,28-tablets-of-0.1mg-0.02mg,37133,package,vienva
1.0,28-tablets-of-0.1mg-0.02mg,42331,package,vienva
3.0,28-tablets-of-0.1mg-0.02mg,38936,package,vienva
1.0,28-tablets-of-0.1mg-0.02mg,8714,package,vienva
1.0,28-tablets-of-0.1mg-0.02mg,37134,package,vienva
1.0,28-tablets-of-0.1mg-0.02mg,42864,package,vienva
1.0,28-tablets-of-0.1mg-0.02mg,7075,package,vienva
1.0,5ml-of-0.25%25,35606,eye-dropper,timoptic
1.0,5ml-of-0.5%25,35603,eye-dropper,timoptic
1.0,15ml-of-0.25%25,35605,eye-dropper,timoptic
1.0,10ml-of-0.5%25,35604,eye-dropper,timoptic
1.0,10ml-of-0.25%25,35607,eye-dropper,timoptic
1.0,15ml-of-0.5%25,35602,eye-dropper,timoptic
1.0,28-tablets,39438,package,philith
1.0,28-tablets,8138,package,philith
1.0,28-tablets,8108,package,philith
1.0,28-tablets,38871,package,philith
1.0,28-tablets,38872,package,philith
1.0,28-tablets,33938,package,philith
1.0,91-tablets,41083,package,loseasonique
1.0,91-tablets,34110,package,loseasonique
160.0,10mg-ml,33775,oral-concentrate,methadone
2.0,30ml-of-10mg-ml,36692,dropper,methadone
90.0,5mg,8021,tablet,methadone
